Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"2,000",38,37,-2.63%
ACFI,Achyfi Enterprises,"2,000",28,25,-10.71%
BB,Breadmaster Bakeries,"2,000",19,23,+21.05%
BBBB,Bobs Big Bonus Bingo,0,10,6,-40.00%
BODA,Boda Furnishings Inc,0,21,18,-14.29%
BOOM,Boom Boxes!,"7,000",6,7,+16.67%
BOTT,Balthazar's Faerie Bottling Inc.,"1,000",147,148,+0.68%
BUZZ,Buzz-A-Way Insect Removal,0,44,46,+4.55%
CHIA,Chia Steel Holdings,0,9,8,-11.11%
CHPS,Chiatech Password Security,"1,000",18,16,-11.11%
COFL,Confederation of Fish Lovers,0,164,167,+1.83%
CYBU,Cybun Electromatics,0,41,39,-4.88%
DROO,Dice-A-Roo Industries PLC.,"4,000",21,27,+28.57%
DUNG,Dung Master,0,14,14,0%
EEEE,EURGH!!! Ltd.,0,10,10,0%
FAER,Faerie Clothing Ltd.,"31,800",16,15,-6.25%
FISH,Fish Pops!,0,26,23,-11.54%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,29,29,0%
GG,Grundo Galactic,"2,000",7,6,-14.29%
GORM,Gorm Corp,"1,000",18,17,-5.56%
GWH,Grundo Warehouse Mint,0,13,7,-46.15%
HAKA,Hakaheke Island Flights,"1,000",21,18,-14.29%
HELT,Health Frog Groceries,"1,000",94,82,-12.77%
HUW,Huberts Hot Dogs,0,58,59,+1.72%
JCK,Jacko and Sons Painting Ltd.,0,10,8,-20.00%
KATE,Kacheek Telecommunications,0,23,30,+30.43%
KAUF,Kau-Kau Farm,"1,500",95,89,-6.32%
KBAT,Kor-Bat Cricket Supplies,0,24,21,-12.50%
KSON,Kacheek and Sons Landscaping,0,181,189,+4.42%
LDSC,Lost Desert Scratchcards,"2,500",285,302,+5.96%
LUPE,Lupe Consolidated,"15,450",18,15,-16.67%
MP,Meridell Potato Company,0,38,35,-7.89%
MYNC,Mynci Banana Imports,0,139,141,+1.44%
NAI,Neopen AI,"23,450",17,15,-11.76%
NAKR,Nakron,0,87,100,+14.94%
NATN,The National Neopian Bank,"75,500",17,16,-5.88%
NEGG,Neggwork Commerce,"1,000",30,33,+10.00%
NST,NeoSCOOL Technologies,0,41,52,+26.83%
NTV,Neopian TV Channel One,0,49,47,-4.08%
NUG,Nugget Petz,"116,850",15,14,-6.67%
PDSS,PD Secure Storage,"8,000",19,15,-21.05%
PEOP,Peophin Water Parks!,"8,000",13,15,+15.38%
POWR,Power-X Corp.,0,30,28,-6.67%
SHRX,Shoyrux Enterprises,0,110,109,-0.91%
SILL,Silly Squirrel Incorporated,0,25,25,0%
SKBD,Skeith Bodyguards Inc.,0,22,18,-18.18%
SKEI,Skeith Feeding Ltd.,"1,000",139,135,-2.88%
SMUG,The Smugglers Cove,0,35,29,-17.14%
SSGS,Meri Acre Sausages,0,44,45,+2.27%
SSS,Super Splime Shakes,0,717,712,-0.70%
STFP,Stuff-A-Pet Inc.,"2,000",256,264,+3.12%
SWNC,Shop Wizard N-Commerce,0,42,37,-11.90%
TAG,The Auction Genie,0,28,29,+3.57%
TCAG,The Chia Actors Guild,0,88,95,+7.95%
TEFV,Techrobatics Fitness Videos,"5,000",19,16,-15.79%
TGG,The Grundo Gazette,"3,000",6,6,0%
TNAH,The Neopian Auction House,0,103,100,-2.91%
TPEG,Theme Park Entertainers Guild,"31,000",16,12,-25.00%
TPP,The Presidential Palace,0,171,189,+10.53%
TSRC,The Shoyru Company,0,68,64,-5.88%
TYP,Tyrannia Psychics,0,21,18,-14.29%
UNIB,Unis Beauty Salon,0,10,13,+30.00%
VPTS,Virtupets,0,10,8,-20.00%
WERE,Werelupe Way,0,8,8,0%
WISH,Wish Witch Wishing Co.,"1,000",20,21,+5.00%
YIPP,Yippee!,"1,000",34,36,+5.88%
