Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"1,000",45,42,-6.67%
ACFI,Achyfi Enterprises,0,44,39,-11.36%
BB,Breadmaster Bakeries,0,14,14,0%
BBBB,Bobs Big Bonus Bingo,"19,100",19,15,-21.05%
BODA,Boda Furnishings Inc,"44,000",12,16,+33.33%
BOOM,Boom Boxes!,"2,000",8,10,+25.00%
BOTT,Balthazar's Faerie Bottling Inc.,"1,000",143,145,+1.40%
BUZZ,Buzz-A-Way Insect Removal,0,44,48,+9.09%
CHIA,Chia Steel Holdings,"5,000",6,6,0%
CHPS,Chiatech Password Security,"1,025",18,22,+22.22%
COFL,Confederation of Fish Lovers,0,157,162,+3.18%
CYBU,Cybun Electromatics,0,39,40,+2.56%
DROO,Dice-A-Roo Industries PLC.,"1,000",14,13,-7.14%
DUNG,Dung Master,"49,900",16,16,0%
EEEE,EURGH!!! Ltd.,"1,000",13,7,-46.15%
FAER,Faerie Clothing Ltd.,"7,000",8,6,-25.00%
FISH,Fish Pops!,0,31,21,-32.26%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,13,13,0%
GG,Grundo Galactic,0,12,9,-25.00%
GORM,Gorm Corp,"31,000",13,15,+15.38%
GWH,Grundo Warehouse Mint,"4,000",7,8,+14.29%
HAKA,Hakaheke Island Flights,"38,500",14,18,+28.57%
HELT,Health Frog Groceries,0,78,66,-15.38%
HUW,Huberts Hot Dogs,0,50,57,+14.00%
JCK,Jacko and Sons Painting Ltd.,"6,000",6,6,0%
KATE,Kacheek Telecommunications,"1,500",25,18,-28.00%
KAUF,Kau-Kau Farm,0,61,70,+14.75%
KBAT,Kor-Bat Cricket Supplies,"32,500",14,18,+28.57%
KSON,Kacheek and Sons Landscaping,"1,000",168,181,+7.74%
LDSC,Lost Desert Scratchcards,"2,000",338,316,-6.51%
LUPE,Lupe Consolidated,"2,000",12,11,-8.33%
MP,Meridell Potato Company,0,49,56,+14.29%
MYNC,Mynci Banana Imports,0,105,121,+15.24%
NAI,Neopen AI,"69,500",16,14,-12.50%
NAKR,Nakron,0,113,110,-2.65%
NATN,The National Neopian Bank,"3,000",17,18,+5.88%
NEGG,Neggwork Commerce,0,37,39,+5.41%
NST,NeoSCOOL Technologies,"3,000",30,33,+10.00%
NTV,Neopian TV Channel One,"1,000",43,41,-4.65%
NUG,Nugget Petz,"16,000",16,19,+18.75%
PDSS,PD Secure Storage,0,47,42,-10.64%
PEOP,Peophin Water Parks!,0,18,18,0%
POWR,Power-X Corp.,0,40,28,-30.00%
SHRX,Shoyrux Enterprises,0,119,112,-5.88%
SILL,Silly Squirrel Incorporated,0,20,21,+5.00%
SKBD,Skeith Bodyguards Inc.,0,36,22,-38.89%
SKEI,Skeith Feeding Ltd.,"1,000",141,139,-1.42%
SMUG,The Smugglers Cove,0,27,25,-7.41%
SSGS,Meri Acre Sausages,0,42,46,+9.52%
SSS,Super Splime Shakes,"2,000",696,695,-0.14%
STFP,Stuff-A-Pet Inc.,"2,000",277,267,-3.61%
SWNC,Shop Wizard N-Commerce,0,33,41,+24.24%
TAG,The Auction Genie,0,32,29,-9.38%
TCAG,The Chia Actors Guild,"1,000",89,107,+20.22%
TEFV,Techrobatics Fitness Videos,0,18,27,+50.00%
TGG,The Grundo Gazette,300,8,7,-12.50%
TNAH,The Neopian Auction House,"1,000",73,76,+4.11%
TPEG,Theme Park Entertainers Guild,"131,120",16,15,-6.25%
TPP,The Presidential Palace,0,170,172,+1.18%
TSRC,The Shoyru Company,0,78,70,-10.26%
TYP,Tyrannia Psychics,"40,500",12,15,+25.00%
UNIB,Unis Beauty Salon,"1,000",9,11,+22.22%
VPTS,Virtupets,"5,000",8,11,+37.50%
WERE,Werelupe Way,0,10,11,+10.00%
WISH,Wish Witch Wishing Co.,0,19,18,-5.26%
YIPP,Yippee!,0,43,36,-16.28%
