Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"5,200",16,16,0%
ACFI,Achyfi Enterprises,0,44,44,0%
BB,Breadmaster Bakeries,0,48,46,-4.17%
BBBB,Bobs Big Bonus Bingo,"11,000",16,13,-18.75%
BODA,Boda Furnishings Inc,0,27,29,+7.41%
BOOM,Boom Boxes!,"1,000",18,18,0%
BOTT,Balthazar's Faerie Bottling Inc.,0,171,160,-6.43%
BUZZ,Buzz-A-Way Insect Removal,0,58,58,0%
CHIA,Chia Steel Holdings,0,38,42,+10.53%
CHPS,Chiatech Password Security,200,35,37,+5.71%
COFL,Confederation of Fish Lovers,0,195,186,-4.62%
CYBU,Cybun Electromatics,0,56,55,-1.79%
DROO,Dice-A-Roo Industries PLC.,0,10,6,-40.00%
DUNG,Dung Master,0,6,6,0%
EEEE,EURGH!!! Ltd.,0,7,10,+42.86%
FAER,Faerie Clothing Ltd.,0,26,24,-7.69%
FISH,Fish Pops!,"31,000",16,17,+6.25%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,9,9,0%
GG,Grundo Galactic,0,39,35,-10.26%
GORM,Gorm Corp,"1,000",17,17,0%
GWH,Grundo Warehouse Mint,0,12,13,+8.33%
HAKA,Hakaheke Island Flights,0,6,8,+33.33%
HELT,Health Frog Groceries,"1,000",105,100,-4.76%
HUW,Huberts Hot Dogs,0,35,36,+2.86%
JCK,Jacko and Sons Painting Ltd.,"22,700",14,14,0%
KATE,Kacheek Telecommunications,0,25,24,-4.00%
KAUF,Kau-Kau Farm,0,135,133,-1.48%
KBAT,Kor-Bat Cricket Supplies,0,27,27,0%
KSON,Kacheek and Sons Landscaping,"1,000",154,157,+1.95%
LDSC,Lost Desert Scratchcards,0,313,302,-3.51%
LUPE,Lupe Consolidated,0,10,8,-20.00%
MP,Meridell Potato Company,0,34,36,+5.88%
MYNC,Mynci Banana Imports,0,145,151,+4.14%
NAI,Neopen AI,0,12,13,+8.33%
NAKR,Nakron,0,136,139,+2.21%
NATN,The National Neopian Bank,0,13,8,-38.46%
NEGG,Neggwork Commerce,0,36,40,+11.11%
NST,NeoSCOOL Technologies,0,38,32,-15.79%
NTV,Neopian TV Channel One,"1,000",68,77,+13.24%
NUG,Nugget Petz,0,23,23,0%
PDSS,PD Secure Storage,0,24,23,-4.17%
PEOP,Peophin Water Parks!,0,18,18,0%
POWR,Power-X Corp.,"48,000",16,13,-18.75%
SHRX,Shoyrux Enterprises,"1,000",110,113,+2.73%
SILL,Silly Squirrel Incorporated,0,18,18,0%
SKBD,Skeith Bodyguards Inc.,0,24,26,+8.33%
SKEI,Skeith Feeding Ltd.,0,206,212,+2.91%
SMUG,The Smugglers Cove,0,120,116,-3.33%
SSGS,Meri Acre Sausages,0,13,13,0%
SSS,Super Splime Shakes,0,772,769,-0.39%
STFP,Stuff-A-Pet Inc.,"1,000",252,259,+2.78%
SWNC,Shop Wizard N-Commerce,0,18,22,+22.22%
TAG,The Auction Genie,0,22,22,0%
TCAG,The Chia Actors Guild,0,104,101,-2.88%
TEFV,Techrobatics Fitness Videos,0,6,8,+33.33%
TGG,The Grundo Gazette,"3,000",17,17,0%
TNAH,The Neopian Auction House,0,44,46,+4.55%
TPEG,Theme Park Entertainers Guild,"10,000",19,15,-21.05%
TPP,The Presidential Palace,0,242,231,-4.55%
TSRC,The Shoyru Company,0,82,85,+3.66%
TYP,Tyrannia Psychics,0,13,14,+7.69%
UNIB,Unis Beauty Salon,0,31,31,0%
VPTS,Virtupets,0,6,7,+16.67%
WERE,Werelupe Way,0,19,18,-5.26%
WISH,Wish Witch Wishing Co.,0,7,7,0%
YIPP,Yippee!,0,41,39,-4.88%
