Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"26,200",16,15,-6.25%
ACFI,Achyfi Enterprises,"1,000",44,43,-2.27%
BB,Breadmaster Bakeries,0,48,48,0%
BBBB,Bobs Big Bonus Bingo,"11,000",16,13,-18.75%
BODA,Boda Furnishings Inc,0,27,26,-3.70%
BOOM,Boom Boxes!,"1,000",18,18,0%
BOTT,Balthazar's Faerie Bottling Inc.,0,171,153,-10.53%
BUZZ,Buzz-A-Way Insect Removal,0,58,61,+5.17%
CHIA,Chia Steel Holdings,0,38,41,+7.89%
CHPS,Chiatech Password Security,200,35,40,+14.29%
COFL,Confederation of Fish Lovers,0,195,186,-4.62%
CYBU,Cybun Electromatics,"2,000",56,58,+3.57%
DROO,Dice-A-Roo Industries PLC.,0,10,9,-10.00%
DUNG,Dung Master,0,6,6,0%
EEEE,EURGH!!! Ltd.,0,7,9,+28.57%
FAER,Faerie Clothing Ltd.,0,26,26,0%
FISH,Fish Pops!,"36,000",16,17,+6.25%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,9,10,+11.11%
GG,Grundo Galactic,0,39,36,-7.69%
GORM,Gorm Corp,"2,000",17,18,+5.88%
GWH,Grundo Warehouse Mint,0,12,12,0%
HAKA,Hakaheke Island Flights,0,6,9,+50.00%
HELT,Health Frog Groceries,"1,000",105,97,-7.62%
HUW,Huberts Hot Dogs,0,35,36,+2.86%
JCK,Jacko and Sons Painting Ltd.,"22,700",14,12,-14.29%
KATE,Kacheek Telecommunications,0,25,23,-8.00%
KAUF,Kau-Kau Farm,0,135,132,-2.22%
KBAT,Kor-Bat Cricket Supplies,0,27,28,+3.70%
KSON,Kacheek and Sons Landscaping,"1,000",154,161,+4.55%
LDSC,Lost Desert Scratchcards,0,313,302,-3.51%
LUPE,Lupe Consolidated,0,10,9,-10.00%
MP,Meridell Potato Company,0,34,37,+8.82%
MYNC,Mynci Banana Imports,0,145,156,+7.59%
NAI,Neopen AI,"57,000",12,15,+25.00%
NAKR,Nakron,0,136,139,+2.21%
NATN,The National Neopian Bank,0,13,6,-53.85%
NEGG,Neggwork Commerce,0,36,41,+13.89%
NST,NeoSCOOL Technologies,0,38,34,-10.53%
NTV,Neopian TV Channel One,"1,000",68,70,+2.94%
NUG,Nugget Petz,0,23,21,-8.70%
PDSS,PD Secure Storage,0,24,21,-12.50%
PEOP,Peophin Water Parks!,0,18,18,0%
POWR,Power-X Corp.,"48,000",16,14,-12.50%
SHRX,Shoyrux Enterprises,"1,000",110,111,+0.91%
SILL,Silly Squirrel Incorporated,0,18,17,-5.56%
SKBD,Skeith Bodyguards Inc.,0,24,29,+20.83%
SKEI,Skeith Feeding Ltd.,0,206,212,+2.91%
SMUG,The Smugglers Cove,0,120,118,-1.67%
SSGS,Meri Acre Sausages,"4,000",13,16,+23.08%
SSS,Super Splime Shakes,0,772,767,-0.65%
STFP,Stuff-A-Pet Inc.,"1,000",252,257,+1.98%
SWNC,Shop Wizard N-Commerce,"1,000",18,22,+22.22%
TAG,The Auction Genie,0,22,25,+13.64%
TCAG,The Chia Actors Guild,0,104,106,+1.92%
TEFV,Techrobatics Fitness Videos,0,6,9,+50.00%
TGG,The Grundo Gazette,"6,000",17,18,+5.88%
TNAH,The Neopian Auction House,0,44,46,+4.55%
TPEG,Theme Park Entertainers Guild,"11,000",19,12,-36.84%
TPP,The Presidential Palace,0,242,224,-7.44%
TSRC,The Shoyru Company,0,82,87,+6.10%
TYP,Tyrannia Psychics,0,13,14,+7.69%
UNIB,Unis Beauty Salon,0,31,32,+3.23%
VPTS,Virtupets,0,6,10,+66.67%
WERE,Werelupe Way,0,19,19,0%
WISH,Wish Witch Wishing Co.,0,7,9,+28.57%
YIPP,Yippee!,0,41,39,-4.88%
