Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"23,500",13,14,+7.69%
ACFI,Achyfi Enterprises,"1,000",44,34,-22.73%
BB,Breadmaster Bakeries,"1,000",47,42,-10.64%
BBBB,Bobs Big Bonus Bingo,"5,000",18,17,-5.56%
BODA,Boda Furnishings Inc,0,18,19,+5.56%
BOOM,Boom Boxes!,"6,000",12,16,+33.33%
BOTT,Balthazar's Faerie Bottling Inc.,100,149,165,+10.74%
BUZZ,Buzz-A-Way Insect Removal,"1,000",57,60,+5.26%
CHIA,Chia Steel Holdings,"1,000",31,28,-9.68%
CHPS,Chiatech Password Security,0,53,50,-5.66%
COFL,Confederation of Fish Lovers,"3,020",166,162,-2.41%
CYBU,Cybun Electromatics,"1,000",27,38,+40.74%
DROO,Dice-A-Roo Industries PLC.,0,8,8,0%
DUNG,Dung Master,0,14,9,-35.71%
EEEE,EURGH!!! Ltd.,0,14,9,-35.71%
FAER,Faerie Clothing Ltd.,"1,000",25,28,+12.00%
FISH,Fish Pops!,"19,100",19,16,-15.79%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,29,23,-20.69%
GG,Grundo Galactic,"2,200",18,22,+22.22%
GORM,Gorm Corp,"13,400",11,15,+36.36%
GWH,Grundo Warehouse Mint,0,7,13,+85.71%
HAKA,Hakaheke Island Flights,"4,000",18,18,0%
HELT,Health Frog Groceries,"1,000",107,105,-1.87%
HUW,Huberts Hot Dogs,0,53,56,+5.66%
JCK,Jacko and Sons Painting Ltd.,"2,200",19,20,+5.26%
KATE,Kacheek Telecommunications,0,11,11,0%
KAUF,Kau-Kau Farm,0,85,76,-10.59%
KBAT,Kor-Bat Cricket Supplies,"2,500",32,30,-6.25%
KSON,Kacheek and Sons Landscaping,"1,000",219,200,-8.68%
LDSC,Lost Desert Scratchcards,"1,000",297,286,-3.70%
LUPE,Lupe Consolidated,0,10,12,+20.00%
MP,Meridell Potato Company,0,52,46,-11.54%
MYNC,Mynci Banana Imports,0,136,140,+2.94%
NAI,Neopen AI,"94,500",18,15,-16.67%
NAKR,Nakron,0,135,128,-5.19%
NATN,The National Neopian Bank,"131,000",15,15,0%
NEGG,Neggwork Commerce,0,29,29,0%
NST,NeoSCOOL Technologies,0,54,52,-3.70%
NTV,Neopian TV Channel One,0,96,96,0%
NUG,Nugget Petz,"29,400",13,19,+46.15%
PDSS,PD Secure Storage,0,32,26,-18.75%
PEOP,Peophin Water Parks!,0,6,10,+66.67%
POWR,Power-X Corp.,0,35,29,-17.14%
SHRX,Shoyrux Enterprises,0,117,112,-4.27%
SILL,Silly Squirrel Incorporated,0,7,13,+85.71%
SKBD,Skeith Bodyguards Inc.,0,9,9,0%
SKEI,Skeith Feeding Ltd.,"1,000",196,199,+1.53%
SMUG,The Smugglers Cove,0,116,111,-4.31%
SSGS,Meri Acre Sausages,0,35,36,+2.86%
SSS,Super Splime Shakes,0,768,760,-1.04%
STFP,Stuff-A-Pet Inc.,"2,000",279,265,-5.02%
SWNC,Shop Wizard N-Commerce,"2,600",19,19,0%
TAG,The Auction Genie,0,40,47,+17.50%
TCAG,The Chia Actors Guild,"1,000",95,89,-6.32%
TEFV,Techrobatics Fitness Videos,"34,450",16,14,-12.50%
TGG,The Grundo Gazette,"2,000",18,18,0%
TNAH,The Neopian Auction House,0,56,58,+3.57%
TPEG,Theme Park Entertainers Guild,"93,500",19,16,-15.79%
TPP,The Presidential Palace,"1,000",228,239,+4.82%
TSRC,The Shoyru Company,0,89,78,-12.36%
TYP,Tyrannia Psychics,"49,150",15,17,+13.33%
UNIB,Unis Beauty Salon,0,31,27,-12.90%
VPTS,Virtupets,0,6,6,0%
WERE,Werelupe Way,0,9,6,-33.33%
WISH,Wish Witch Wishing Co.,0,7,11,+57.14%
YIPP,Yippee!,500,20,21,+5.00%
