Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,46,34,-26.09%
ACFI,Achyfi Enterprises,0,28,32,+14.29%
BB,Breadmaster Bakeries,"20,500",15,17,+13.33%
BBBB,Bobs Big Bonus Bingo,"88,000",15,10,-33.33%
BODA,Boda Furnishings Inc,"6,000",17,19,+11.76%
BOOM,Boom Boxes!,"5,000",7,6,-14.29%
BOTT,Balthazar's Faerie Bottling Inc.,250,134,147,+9.70%
BUZZ,Buzz-A-Way Insect Removal,0,49,42,-14.29%
CHIA,Chia Steel Holdings,"10,000",6,9,+50.00%
CHPS,Chiatech Password Security,"3,000",19,19,0%
COFL,Confederation of Fish Lovers,"1,000",164,160,-2.44%
CYBU,Cybun Electromatics,0,52,41,-21.15%
DROO,Dice-A-Roo Industries PLC.,"2,000",25,21,-16.00%
DUNG,Dung Master,"19,100",12,15,+25.00%
EEEE,EURGH!!! Ltd.,0,9,10,+11.11%
FAER,Faerie Clothing Ltd.,"3,000",13,16,+23.08%
FISH,Fish Pops!,0,21,23,+9.52%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,"14,000",15,21,+40.00%
GG,Grundo Galactic,0,7,6,-14.29%
GORM,Gorm Corp,"1,000",19,17,-10.53%
GWH,Grundo Warehouse Mint,"41,050",14,15,+7.14%
HAKA,Hakaheke Island Flights,0,23,21,-8.70%
HELT,Health Frog Groceries,0,96,99,+3.12%
HUW,Huberts Hot Dogs,0,60,57,-5.00%
JCK,Jacko and Sons Painting Ltd.,0,8,8,0%
KATE,Kacheek Telecommunications,"2,000",23,20,-13.04%
KAUF,Kau-Kau Farm,"1,000",80,72,-10.00%
KBAT,Kor-Bat Cricket Supplies,"6,000",18,21,+16.67%
KSON,Kacheek and Sons Landscaping,"1,000",178,186,+4.49%
LDSC,Lost Desert Scratchcards,0,322,279,-13.35%
LUPE,Lupe Consolidated,"1,000",17,19,+11.76%
MP,Meridell Potato Company,0,50,42,-16.00%
MYNC,Mynci Banana Imports,"1,000",123,138,+12.20%
NAI,Neopen AI,0,12,14,+16.67%
NAKR,Nakron,0,100,87,-13.00%
NATN,The National Neopian Bank,"177,100",13,18,+38.46%
NEGG,Neggwork Commerce,"3,000",42,28,-33.33%
NST,NeoSCOOL Technologies,0,32,34,+6.25%
NTV,Neopian TV Channel One,"1,000",49,43,-12.24%
NUG,Nugget Petz,"60,659",14,17,+21.43%
PDSS,PD Secure Storage,"1,000",25,20,-20.00%
PEOP,Peophin Water Parks!,"15,800",14,15,+7.14%
POWR,Power-X Corp.,0,25,27,+8.00%
SHRX,Shoyrux Enterprises,0,108,114,+5.56%
SILL,Silly Squirrel Incorporated,0,21,24,+14.29%
SKBD,Skeith Bodyguards Inc.,0,24,22,-8.33%
SKEI,Skeith Feeding Ltd.,"1,000",134,137,+2.24%
SMUG,The Smugglers Cove,500,27,34,+25.93%
SSGS,Meri Acre Sausages,0,49,44,-10.20%
SSS,Super Splime Shakes,0,707,714,+0.99%
STFP,Stuff-A-Pet Inc.,"2,000",277,266,-3.97%
SWNC,Shop Wizard N-Commerce,0,38,41,+7.89%
TAG,The Auction Genie,250,27,26,-3.70%
TCAG,The Chia Actors Guild,0,97,86,-11.34%
TEFV,Techrobatics Fitness Videos,0,21,20,-4.76%
TGG,The Grundo Gazette,0,6,6,0%
TNAH,The Neopian Auction House,0,89,88,-1.12%
TPEG,Theme Park Entertainers Guild,"5,000",12,16,+33.33%
TPP,The Presidential Palace,0,192,173,-9.90%
TSRC,The Shoyru Company,0,72,58,-19.44%
TYP,Tyrannia Psychics,0,19,18,-5.26%
UNIB,Unis Beauty Salon,"2,000",9,10,+11.11%
VPTS,Virtupets,"7,000",7,7,0%
WERE,Werelupe Way,0,8,8,0%
WISH,Wish Witch Wishing Co.,"3,000",20,19,-5.00%
YIPP,Yippee!,0,41,33,-19.51%
