Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,45,45,0%
ACFI,Achyfi Enterprises,0,44,42,-4.55%
BB,Breadmaster Bakeries,0,14,14,0%
BBBB,Bobs Big Bonus Bingo,0,19,19,0%
BODA,Boda Furnishings Inc,0,12,12,0%
BOOM,Boom Boxes!,0,8,8,0%
BOTT,Balthazar's Faerie Bottling Inc.,"1,000",143,143,0%
BUZZ,Buzz-A-Way Insect Removal,0,44,44,0%
CHIA,Chia Steel Holdings,0,6,6,0%
CHPS,Chiatech Password Security,0,18,18,0%
COFL,Confederation of Fish Lovers,0,157,157,0%
CYBU,Cybun Electromatics,0,39,37,-5.13%
DROO,Dice-A-Roo Industries PLC.,0,14,14,0%
DUNG,Dung Master,"2,000",16,17,+6.25%
EEEE,EURGH!!! Ltd.,0,13,12,-7.69%
FAER,Faerie Clothing Ltd.,0,8,7,-12.50%
FISH,Fish Pops!,0,31,31,0%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,13,13,0%
GG,Grundo Galactic,0,12,13,+8.33%
GORM,Gorm Corp,0,13,14,+7.69%
GWH,Grundo Warehouse Mint,0,7,7,0%
HAKA,Hakaheke Island Flights,0,14,14,0%
HELT,Health Frog Groceries,0,78,78,0%
HUW,Huberts Hot Dogs,0,50,49,-2.00%
JCK,Jacko and Sons Painting Ltd.,"4,000",6,6,0%
KATE,Kacheek Telecommunications,0,25,24,-4.00%
KAUF,Kau-Kau Farm,0,61,60,-1.64%
KBAT,Kor-Bat Cricket Supplies,0,14,14,0%
KSON,Kacheek and Sons Landscaping,0,168,168,0%
LDSC,Lost Desert Scratchcards,0,338,336,-0.59%
LUPE,Lupe Consolidated,0,12,12,0%
MP,Meridell Potato Company,0,49,49,0%
MYNC,Mynci Banana Imports,0,105,105,0%
NAI,Neopen AI,"1,000",16,17,+6.25%
NAKR,Nakron,0,113,113,0%
NATN,The National Neopian Bank,0,17,17,0%
NEGG,Neggwork Commerce,0,37,37,0%
NST,NeoSCOOL Technologies,0,30,30,0%
NTV,Neopian TV Channel One,0,43,43,0%
NUG,Nugget Petz,"8,000",16,16,0%
PDSS,PD Secure Storage,0,47,48,+2.13%
PEOP,Peophin Water Parks!,0,18,19,+5.56%
POWR,Power-X Corp.,0,40,40,0%
SHRX,Shoyrux Enterprises,0,119,120,+0.84%
SILL,Silly Squirrel Incorporated,0,20,18,-10.00%
SKBD,Skeith Bodyguards Inc.,0,36,36,0%
SKEI,Skeith Feeding Ltd.,"1,000",141,140,-0.71%
SMUG,The Smugglers Cove,0,27,27,0%
SSGS,Meri Acre Sausages,0,42,41,-2.38%
SSS,Super Splime Shakes,0,696,696,0%
STFP,Stuff-A-Pet Inc.,"1,000",277,277,0%
SWNC,Shop Wizard N-Commerce,0,33,32,-3.03%
TAG,The Auction Genie,0,32,32,0%
TCAG,The Chia Actors Guild,"1,000",89,89,0%
TEFV,Techrobatics Fitness Videos,0,18,18,0%
TGG,The Grundo Gazette,0,8,8,0%
TNAH,The Neopian Auction House,0,73,73,0%
TPEG,Theme Park Entertainers Guild,"7,000",16,16,0%
TPP,The Presidential Palace,0,170,170,0%
TSRC,The Shoyru Company,0,78,78,0%
TYP,Tyrannia Psychics,0,12,13,+8.33%
UNIB,Unis Beauty Salon,0,9,9,0%
VPTS,Virtupets,0,8,8,0%
WERE,Werelupe Way,0,10,10,0%
WISH,Wish Witch Wishing Co.,0,19,19,0%
YIPP,Yippee!,0,43,43,0%
