Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,900,31,29,-6.45%
ACFI,Achyfi Enterprises,"3,000",52,57,+9.62%
BB,Breadmaster Bakeries,0,12,13,+8.33%
BBBB,Bobs Big Bonus Bingo,"4,500",7,13,+85.71%
BODA,Boda Furnishings Inc,0,12,11,-8.33%
BOOM,Boom Boxes!,"1,000",31,33,+6.45%
BOTT,Balthazar's Faerie Bottling Inc.,0,41,43,+4.88%
BUZZ,Buzz-A-Way Insect Removal,"2,000",74,76,+2.70%
CHIA,Chia Steel Holdings,0,31,32,+3.23%
CHPS,Chiatech Password Security,"12,000",8,8,0%
COFL,Confederation of Fish Lovers,"1,000",141,137,-2.84%
CYBU,Cybun Electromatics,0,37,36,-2.70%
DROO,Dice-A-Roo Industries PLC.,"14,000",17,17,0%
DUNG,Dung Master,"16,000",6,6,0%
EEEE,EURGH!!! Ltd.,"141,800",18,14,-22.22%
FAER,Faerie Clothing Ltd.,"3,000",24,20,-16.67%
FISH,Fish Pops!,0,33,29,-12.12%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,14,13,-7.14%
GG,Grundo Galactic,"7,000",17,14,-17.65%
GORM,Gorm Corp,0,23,29,+26.09%
GWH,Grundo Warehouse Mint,0,20,20,0%
HAKA,Hakaheke Island Flights,"2,500",6,9,+50.00%
HELT,Health Frog Groceries,"18,000",16,16,0%
HUW,Huberts Hot Dogs,"1,000",25,24,-4.00%
JCK,Jacko and Sons Painting Ltd.,0,13,9,-30.77%
KATE,Kacheek Telecommunications,0,22,20,-9.09%
KAUF,Kau-Kau Farm,"1,000",99,94,-5.05%
KBAT,Kor-Bat Cricket Supplies,0,26,23,-11.54%
KSON,Kacheek and Sons Landscaping,"1,000",196,191,-2.55%
LDSC,Lost Desert Scratchcards,0,297,309,+4.04%
LUPE,Lupe Consolidated,"72,300",17,16,-5.88%
MP,Meridell Potato Company,0,59,56,-5.08%
MYNC,Mynci Banana Imports,"1,000",50,45,-10.00%
NAI,Neopen AI,"5,000",10,7,-30.00%
NAKR,Nakron,"1,000",137,132,-3.65%
NATN,The National Neopian Bank,"1,000",8,8,0%
NEGG,Neggwork Commerce,"1,000",74,67,-9.46%
NST,NeoSCOOL Technologies,0,27,25,-7.41%
NTV,Neopian TV Channel One,"2,100",103,85,-17.48%
NUG,Nugget Petz,0,8,13,+62.50%
PDSS,PD Secure Storage,"2,000",32,35,+9.38%
PEOP,Peophin Water Parks!,"129,005",14,18,+28.57%
POWR,Power-X Corp.,0,35,38,+8.57%
SHRX,Shoyrux Enterprises,0,107,98,-8.41%
SILL,Silly Squirrel Incorporated,"1,500",18,24,+33.33%
SKBD,Skeith Bodyguards Inc.,"1,000",20,19,-5.00%
SKEI,Skeith Feeding Ltd.,"1,000",104,106,+1.92%
SMUG,The Smugglers Cove,"1,000",20,19,-5.00%
SSGS,Meri Acre Sausages,"1,000",39,41,+5.13%
SSS,Super Splime Shakes,"2,100",703,700,-0.43%
STFP,Stuff-A-Pet Inc.,"2,000",269,294,+9.29%
SWNC,Shop Wizard N-Commerce,0,28,28,0%
TAG,The Auction Genie,0,32,33,+3.12%
TCAG,The Chia Actors Guild,"1,000",52,64,+23.08%
TEFV,Techrobatics Fitness Videos,0,34,36,+5.88%
TGG,The Grundo Gazette,"4,400",20,15,-25.00%
TNAH,The Neopian Auction House,0,53,54,+1.89%
TPEG,Theme Park Entertainers Guild,"2,000",6,8,+33.33%
TPP,The Presidential Palace,"1,000",141,143,+1.42%
TSRC,The Shoyru Company,0,108,108,0%
TYP,Tyrannia Psychics,"1,000",28,30,+7.14%
UNIB,Unis Beauty Salon,0,26,28,+7.69%
VPTS,Virtupets,"8,000",7,9,+28.57%
WERE,Werelupe Way,"7,000",8,7,-12.50%
WISH,Wish Witch Wishing Co.,0,13,13,0%
YIPP,Yippee!,0,44,40,-9.09%
