Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"1,000",49,45,-8.16%
ACFI,Achyfi Enterprises,0,33,35,+6.06%
BB,Breadmaster Bakeries,"1,000",21,21,0%
BBBB,Bobs Big Bonus Bingo,0,7,9,+28.57%
BODA,Boda Furnishings Inc,"1,000",20,17,-15.00%
BOOM,Boom Boxes!,"2,000",8,6,-25.00%
BOTT,Balthazar's Faerie Bottling Inc.,"1,000",138,145,+5.07%
BUZZ,Buzz-A-Way Insect Removal,"1,000",48,41,-14.58%
CHIA,Chia Steel Holdings,0,8,7,-12.50%
CHPS,Chiatech Password Security,0,21,19,-9.52%
COFL,Confederation of Fish Lovers,"1,000",169,170,+0.59%
CYBU,Cybun Electromatics,"1,000",37,38,+2.70%
DROO,Dice-A-Roo Industries PLC.,"2,000",24,19,-20.83%
DUNG,Dung Master,"25,000",16,14,-12.50%
EEEE,EURGH!!! Ltd.,0,8,13,+62.50%
FAER,Faerie Clothing Ltd.,0,11,12,+9.09%
FISH,Fish Pops!,"91,000",18,17,-5.56%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,28,26,-7.14%
GG,Grundo Galactic,"2,000",6,9,+50.00%
GORM,Gorm Corp,0,19,20,+5.26%
GWH,Grundo Warehouse Mint,"2,000",8,6,-25.00%
HAKA,Hakaheke Island Flights,"81,500",16,18,+12.50%
HELT,Health Frog Groceries,"2,000",74,88,+18.92%
HUW,Huberts Hot Dogs,0,59,57,-3.39%
JCK,Jacko and Sons Painting Ltd.,0,11,13,+18.18%
KATE,Kacheek Telecommunications,"1,000",28,22,-21.43%
KAUF,Kau-Kau Farm,"1,000",94,98,+4.26%
KBAT,Kor-Bat Cricket Supplies,"1,000",20,23,+15.00%
KSON,Kacheek and Sons Landscaping,"2,000",179,184,+2.79%
LDSC,Lost Desert Scratchcards,0,298,277,-7.05%
LUPE,Lupe Consolidated,"48,000",15,12,-20.00%
MP,Meridell Potato Company,0,40,41,+2.50%
MYNC,Mynci Banana Imports,500,145,143,-1.38%
NAI,Neopen AI,"30,000",9,15,+66.67%
NAKR,Nakron,0,108,110,+1.85%
NATN,The National Neopian Bank,"4,069",17,19,+11.76%
NEGG,Neggwork Commerce,0,30,31,+3.33%
NST,NeoSCOOL Technologies,0,56,62,+10.71%
NTV,Neopian TV Channel One,0,49,49,0%
NUG,Nugget Petz,"5,000",18,17,-5.56%
PDSS,PD Secure Storage,"52,000",14,13,-7.14%
PEOP,Peophin Water Parks!,"10,500",13,17,+30.77%
POWR,Power-X Corp.,0,29,31,+6.90%
SHRX,Shoyrux Enterprises,0,118,118,0%
SILL,Silly Squirrel Incorporated,0,31,25,-19.35%
SKBD,Skeith Bodyguards Inc.,"59,000",15,13,-13.33%
SKEI,Skeith Feeding Ltd.,0,131,146,+11.45%
SMUG,The Smugglers Cove,0,25,25,0%
SSGS,Meri Acre Sausages,0,49,47,-4.08%
SSS,Super Splime Shakes,0,704,717,+1.85%
STFP,Stuff-A-Pet Inc.,"1,000",263,267,+1.52%
SWNC,Shop Wizard N-Commerce,"1,000",35,33,-5.71%
TAG,The Auction Genie,0,31,29,-6.45%
TCAG,The Chia Actors Guild,0,101,106,+4.95%
TEFV,Techrobatics Fitness Videos,"1,000",18,19,+5.56%
TGG,The Grundo Gazette,0,8,12,+50.00%
TNAH,The Neopian Auction House,"1,000",102,102,0%
TPEG,Theme Park Entertainers Guild,0,10,11,+10.00%
TPP,The Presidential Palace,500,208,207,-0.48%
TSRC,The Shoyru Company,0,71,78,+9.86%
TYP,Tyrannia Psychics,"9,000",17,15,-11.76%
UNIB,Unis Beauty Salon,0,12,13,+8.33%
VPTS,Virtupets,0,11,10,-9.09%
WERE,Werelupe Way,0,14,12,-14.29%
WISH,Wish Witch Wishing Co.,"1,000",19,21,+10.53%
YIPP,Yippee!,0,30,30,0%
