Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"4,000",16,19,+18.75%
ACFI,Achyfi Enterprises,0,44,44,0%
BB,Breadmaster Bakeries,0,48,48,0%
BBBB,Bobs Big Bonus Bingo,"3,000",16,16,0%
BODA,Boda Furnishings Inc,0,27,27,0%
BOOM,Boom Boxes!,"1,000",18,18,0%
BOTT,Balthazar's Faerie Bottling Inc.,0,171,162,-5.26%
BUZZ,Buzz-A-Way Insect Removal,0,58,58,0%
CHIA,Chia Steel Holdings,0,38,40,+5.26%
CHPS,Chiatech Password Security,0,35,33,-5.71%
COFL,Confederation of Fish Lovers,0,195,195,0%
CYBU,Cybun Electromatics,0,56,56,0%
DROO,Dice-A-Roo Industries PLC.,0,10,7,-30.00%
DUNG,Dung Master,0,6,6,0%
EEEE,EURGH!!! Ltd.,0,7,7,0%
FAER,Faerie Clothing Ltd.,0,26,26,0%
FISH,Fish Pops!,"25,000",16,15,-6.25%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,9,9,0%
GG,Grundo Galactic,0,39,37,-5.13%
GORM,Gorm Corp,"1,000",17,17,0%
GWH,Grundo Warehouse Mint,0,12,13,+8.33%
HAKA,Hakaheke Island Flights,0,6,7,+16.67%
HELT,Health Frog Groceries,"1,000",105,96,-8.57%
HUW,Huberts Hot Dogs,0,35,35,0%
JCK,Jacko and Sons Painting Ltd.,"12,700",14,15,+7.14%
KATE,Kacheek Telecommunications,0,25,25,0%
KAUF,Kau-Kau Farm,0,135,134,-0.74%
KBAT,Kor-Bat Cricket Supplies,0,27,26,-3.70%
KSON,Kacheek and Sons Landscaping,"1,000",154,153,-0.65%
LDSC,Lost Desert Scratchcards,0,313,309,-1.28%
LUPE,Lupe Consolidated,0,10,8,-20.00%
MP,Meridell Potato Company,0,34,34,0%
MYNC,Mynci Banana Imports,0,145,148,+2.07%
NAI,Neopen AI,0,12,12,0%
NAKR,Nakron,0,136,136,0%
NATN,The National Neopian Bank,0,13,12,-7.69%
NEGG,Neggwork Commerce,0,36,38,+5.56%
NST,NeoSCOOL Technologies,0,38,36,-5.26%
NTV,Neopian TV Channel One,"1,000",68,70,+2.94%
NUG,Nugget Petz,0,23,21,-8.70%
PDSS,PD Secure Storage,0,24,24,0%
PEOP,Peophin Water Parks!,0,18,20,+11.11%
POWR,Power-X Corp.,"29,000",16,15,-6.25%
SHRX,Shoyrux Enterprises,"1,000",110,111,+0.91%
SILL,Silly Squirrel Incorporated,0,18,19,+5.56%
SKBD,Skeith Bodyguards Inc.,0,24,23,-4.17%
SKEI,Skeith Feeding Ltd.,0,206,206,0%
SMUG,The Smugglers Cove,0,120,120,0%
SSGS,Meri Acre Sausages,0,13,12,-7.69%
SSS,Super Splime Shakes,0,772,772,0%
STFP,Stuff-A-Pet Inc.,0,252,252,0%
SWNC,Shop Wizard N-Commerce,0,18,20,+11.11%
TAG,The Auction Genie,0,22,23,+4.55%
TCAG,The Chia Actors Guild,0,104,101,-2.88%
TEFV,Techrobatics Fitness Videos,0,6,6,0%
TGG,The Grundo Gazette,"1,000",17,17,0%
TNAH,The Neopian Auction House,0,44,44,0%
TPEG,Theme Park Entertainers Guild,0,19,17,-10.53%
TPP,The Presidential Palace,0,242,242,0%
TSRC,The Shoyru Company,0,82,82,0%
TYP,Tyrannia Psychics,0,13,13,0%
UNIB,Unis Beauty Salon,0,31,31,0%
VPTS,Virtupets,0,6,6,0%
WERE,Werelupe Way,0,19,18,-5.26%
WISH,Wish Witch Wishing Co.,0,7,7,0%
YIPP,Yippee!,0,41,41,0%
