Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,45,53,+17.78%
ACFI,Achyfi Enterprises,0,44,45,+2.27%
BB,Breadmaster Bakeries,0,14,10,-28.57%
BBBB,Bobs Big Bonus Bingo,"3,000",19,17,-10.53%
BODA,Boda Furnishings Inc,"32,000",12,17,+41.67%
BOOM,Boom Boxes!,"2,000",8,10,+25.00%
BOTT,Balthazar's Faerie Bottling Inc.,"1,000",143,142,-0.70%
BUZZ,Buzz-A-Way Insect Removal,0,44,50,+13.64%
CHIA,Chia Steel Holdings,"3,000",6,7,+16.67%
CHPS,Chiatech Password Security,25,18,20,+11.11%
COFL,Confederation of Fish Lovers,0,157,153,-2.55%
CYBU,Cybun Electromatics,0,39,37,-5.13%
DROO,Dice-A-Roo Industries PLC.,0,14,12,-14.29%
DUNG,Dung Master,"7,000",16,18,+12.50%
EEEE,EURGH!!! Ltd.,0,13,7,-46.15%
FAER,Faerie Clothing Ltd.,"2,000",8,6,-25.00%
FISH,Fish Pops!,0,31,30,-3.23%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,13,13,0%
GG,Grundo Galactic,0,12,13,+8.33%
GORM,Gorm Corp,"14,500",13,17,+30.77%
GWH,Grundo Warehouse Mint,0,7,7,0%
HAKA,Hakaheke Island Flights,"35,500",14,17,+21.43%
HELT,Health Frog Groceries,0,78,76,-2.56%
HUW,Huberts Hot Dogs,0,50,50,0%
JCK,Jacko and Sons Painting Ltd.,"4,000",6,6,0%
KATE,Kacheek Telecommunications,"1,000",25,21,-16.00%
KAUF,Kau-Kau Farm,0,61,76,+24.59%
KBAT,Kor-Bat Cricket Supplies,"30,500",14,17,+21.43%
KSON,Kacheek and Sons Landscaping,0,168,163,-2.98%
LDSC,Lost Desert Scratchcards,"1,000",338,321,-5.03%
LUPE,Lupe Consolidated,"2,000",12,11,-8.33%
MP,Meridell Potato Company,0,49,55,+12.24%
MYNC,Mynci Banana Imports,0,105,108,+2.86%
NAI,Neopen AI,"52,000",16,16,0%
NAKR,Nakron,0,113,108,-4.42%
NATN,The National Neopian Bank,0,17,18,+5.88%
NEGG,Neggwork Commerce,0,37,38,+2.70%
NST,NeoSCOOL Technologies,"3,000",30,30,0%
NTV,Neopian TV Channel One,"1,000",43,38,-11.63%
NUG,Nugget Petz,"14,000",16,17,+6.25%
PDSS,PD Secure Storage,0,47,43,-8.51%
PEOP,Peophin Water Parks!,0,18,21,+16.67%
POWR,Power-X Corp.,0,40,34,-15.00%
SHRX,Shoyrux Enterprises,0,119,123,+3.36%
SILL,Silly Squirrel Incorporated,0,20,19,-5.00%
SKBD,Skeith Bodyguards Inc.,0,36,30,-16.67%
SKEI,Skeith Feeding Ltd.,"1,000",141,140,-0.71%
SMUG,The Smugglers Cove,0,27,25,-7.41%
SSGS,Meri Acre Sausages,0,42,40,-4.76%
SSS,Super Splime Shakes,"1,000",696,698,+0.29%
STFP,Stuff-A-Pet Inc.,"1,000",277,270,-2.53%
SWNC,Shop Wizard N-Commerce,0,33,32,-3.03%
TAG,The Auction Genie,0,32,31,-3.12%
TCAG,The Chia Actors Guild,"1,000",89,98,+10.11%
TEFV,Techrobatics Fitness Videos,0,18,23,+27.78%
TGG,The Grundo Gazette,0,8,7,-12.50%
TNAH,The Neopian Auction House,"1,000",73,79,+8.22%
TPEG,Theme Park Entertainers Guild,"74,520",16,16,0%
TPP,The Presidential Palace,0,170,172,+1.18%
TSRC,The Shoyru Company,0,78,74,-5.13%
TYP,Tyrannia Psychics,"6,500",12,17,+41.67%
UNIB,Unis Beauty Salon,0,9,11,+22.22%
VPTS,Virtupets,"5,000",8,6,-25.00%
WERE,Werelupe Way,0,10,10,0%
WISH,Wish Witch Wishing Co.,0,19,23,+21.05%
YIPP,Yippee!,0,43,43,0%
