Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,34,33,-2.94%
ACFI,Achyfi Enterprises,0,37,37,0%
BB,Breadmaster Bakeries,"1,000",16,16,0%
BBBB,Bobs Big Bonus Bingo,"12,100",14,16,+14.29%
BODA,Boda Furnishings Inc,0,20,21,+5.00%
BOOM,Boom Boxes!,"52,000",15,15,0%
BOTT,Balthazar's Faerie Bottling Inc.,0,87,89,+2.30%
BUZZ,Buzz-A-Way Insect Removal,0,75,75,0%
CHIA,Chia Steel Holdings,0,26,26,0%
CHPS,Chiatech Password Security,"10,000",6,6,0%
COFL,Confederation of Fish Lovers,"2,000",157,155,-1.27%
CYBU,Cybun Electromatics,0,35,35,0%
DROO,Dice-A-Roo Industries PLC.,0,10,10,0%
DUNG,Dung Master,0,8,9,+12.50%
EEEE,EURGH!!! Ltd.,0,7,7,0%
FAER,Faerie Clothing Ltd.,0,31,34,+9.68%
FISH,Fish Pops!,0,31,31,0%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,"2,000",6,7,+16.67%
GG,Grundo Galactic,"1,000",17,17,0%
GORM,Gorm Corp,0,12,13,+8.33%
GWH,Grundo Warehouse Mint,0,13,13,0%
HAKA,Hakaheke Island Flights,0,12,12,0%
HELT,Health Frog Groceries,0,23,25,+8.70%
HUW,Huberts Hot Dogs,0,20,20,0%
JCK,Jacko and Sons Painting Ltd.,0,10,12,+20.00%
KATE,Kacheek Telecommunications,0,13,13,0%
KAUF,Kau-Kau Farm,0,87,87,0%
KBAT,Kor-Bat Cricket Supplies,0,19,19,0%
KSON,Kacheek and Sons Landscaping,"1,000",172,178,+3.49%
LDSC,Lost Desert Scratchcards,0,309,309,0%
LUPE,Lupe Consolidated,0,19,19,0%
MP,Meridell Potato Company,0,58,52,-10.34%
MYNC,Mynci Banana Imports,0,47,53,+12.77%
NAI,Neopen AI,0,11,11,0%
NAKR,Nakron,0,140,139,-0.71%
NATN,The National Neopian Bank,0,11,11,0%
NEGG,Neggwork Commerce,0,56,56,0%
NST,NeoSCOOL Technologies,0,26,26,0%
NTV,Neopian TV Channel One,0,73,73,0%
NUG,Nugget Petz,0,13,13,0%
PDSS,PD Secure Storage,0,39,42,+7.69%
PEOP,Peophin Water Parks!,0,18,18,0%
POWR,Power-X Corp.,0,34,35,+2.94%
SHRX,Shoyrux Enterprises,0,117,116,-0.85%
SILL,Silly Squirrel Incorporated,0,18,18,0%
SKBD,Skeith Bodyguards Inc.,0,45,40,-11.11%
SKEI,Skeith Feeding Ltd.,0,124,128,+3.23%
SMUG,The Smugglers Cove,0,21,21,0%
SSGS,Meri Acre Sausages,0,47,46,-2.13%
SSS,Super Splime Shakes,660,714,710,-0.56%
STFP,Stuff-A-Pet Inc.,0,287,290,+1.05%
SWNC,Shop Wizard N-Commerce,0,31,29,-6.45%
TAG,The Auction Genie,0,39,45,+15.38%
TCAG,The Chia Actors Guild,0,92,92,0%
TEFV,Techrobatics Fitness Videos,0,36,38,+5.56%
TGG,The Grundo Gazette,0,19,20,+5.26%
TNAH,The Neopian Auction House,0,58,56,-3.45%
TPEG,Theme Park Entertainers Guild,0,12,12,0%
TPP,The Presidential Palace,"1,000",132,137,+3.79%
TSRC,The Shoyru Company,0,103,102,-0.97%
TYP,Tyrannia Psychics,0,29,29,0%
UNIB,Unis Beauty Salon,0,21,23,+9.52%
VPTS,Virtupets,0,9,10,+11.11%
WERE,Werelupe Way,"2,000",6,6,0%
WISH,Wish Witch Wishing Co.,"14,700",14,15,+7.14%
YIPP,Yippee!,0,43,43,0%
