Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"1,000",35,31,-11.43%
ACFI,Achyfi Enterprises,0,55,56,+1.82%
BB,Breadmaster Bakeries,0,40,38,-5.00%
BBBB,Bobs Big Bonus Bingo,0,7,8,+14.29%
BODA,Boda Furnishings Inc,0,11,10,-9.09%
BOOM,Boom Boxes!,0,8,7,-12.50%
BOTT,Balthazar's Faerie Bottling Inc.,0,143,150,+4.90%
BUZZ,Buzz-A-Way Insect Removal,0,54,56,+3.70%
CHIA,Chia Steel Holdings,0,38,38,0%
CHPS,Chiatech Password Security,0,19,19,0%
COFL,Confederation of Fish Lovers,0,152,150,-1.32%
CYBU,Cybun Electromatics,0,41,40,-2.44%
DROO,Dice-A-Roo Industries PLC.,0,20,21,+5.00%
DUNG,Dung Master,0,22,23,+4.55%
EEEE,EURGH!!! Ltd.,"13,700",15,11,-26.67%
FAER,Faerie Clothing Ltd.,0,14,14,0%
FISH,Fish Pops!,"1,000",19,18,-5.26%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,"1,000",38,40,+5.26%
GG,Grundo Galactic,0,9,12,+33.33%
GORM,Gorm Corp,0,11,12,+9.09%
GWH,Grundo Warehouse Mint,0,9,8,-11.11%
HAKA,Hakaheke Island Flights,0,16,14,-12.50%
HELT,Health Frog Groceries,0,65,62,-4.62%
HUW,Huberts Hot Dogs,0,75,75,0%
JCK,Jacko and Sons Painting Ltd.,"1,000",13,15,+15.38%
KATE,Kacheek Telecommunications,"1,000",22,21,-4.55%
KAUF,Kau-Kau Farm,0,60,66,+10.00%
KBAT,Kor-Bat Cricket Supplies,0,23,23,0%
KSON,Kacheek and Sons Landscaping,0,195,189,-3.08%
LDSC,Lost Desert Scratchcards,0,277,277,0%
LUPE,Lupe Consolidated,0,11,10,-9.09%
MP,Meridell Potato Company,0,38,40,+5.26%
MYNC,Mynci Banana Imports,0,113,107,-5.31%
NAI,Neopen AI,0,30,30,0%
NAKR,Nakron,0,115,117,+1.74%
NATN,The National Neopian Bank,0,9,9,0%
NEGG,Neggwork Commerce,0,36,34,-5.56%
NST,NeoSCOOL Technologies,0,54,55,+1.85%
NTV,Neopian TV Channel One,0,62,73,+17.74%
NUG,Nugget Petz,"40,700",15,16,+6.67%
PDSS,PD Secure Storage,"5,900",15,13,-13.33%
PEOP,Peophin Water Parks!,0,16,18,+12.50%
POWR,Power-X Corp.,0,52,52,0%
SHRX,Shoyrux Enterprises,0,108,110,+1.85%
SILL,Silly Squirrel Incorporated,0,24,25,+4.17%
SKBD,Skeith Bodyguards Inc.,"1,000",16,18,+12.50%
SKEI,Skeith Feeding Ltd.,"1,000",153,165,+7.84%
SMUG,The Smugglers Cove,0,53,58,+9.43%
SSGS,Meri Acre Sausages,0,32,35,+9.38%
SSS,Super Splime Shakes,0,711,714,+0.42%
STFP,Stuff-A-Pet Inc.,0,272,281,+3.31%
SWNC,Shop Wizard N-Commerce,0,23,19,-17.39%
TAG,The Auction Genie,0,27,26,-3.70%
TCAG,The Chia Actors Guild,0,53,51,-3.77%
TEFV,Techrobatics Fitness Videos,"13,800",15,14,-6.67%
TGG,The Grundo Gazette,"41,700",15,15,0%
TNAH,The Neopian Auction House,0,75,79,+5.33%
TPEG,Theme Park Entertainers Guild,0,20,19,-5.00%
TPP,The Presidential Palace,0,192,189,-1.56%
TSRC,The Shoyru Company,"1,000",81,78,-3.70%
TYP,Tyrannia Psychics,"1,000",18,17,-5.56%
UNIB,Unis Beauty Salon,"16,200",15,14,-6.67%
VPTS,Virtupets,0,12,12,0%
WERE,Werelupe Way,0,12,13,+8.33%
WISH,Wish Witch Wishing Co.,0,27,24,-11.11%
YIPP,Yippee!,0,13,13,0%
