Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,24,24,0%
ACFI,Achyfi Enterprises,0,40,39,-2.50%
BB,Breadmaster Bakeries,"2,000",8,9,+12.50%
BBBB,Bobs Big Bonus Bingo,"7,000",9,6,-33.33%
BODA,Boda Furnishings Inc,"45,400",15,15,0%
BOOM,Boom Boxes!,"1,000",22,21,-4.55%
BOTT,Balthazar's Faerie Bottling Inc.,0,32,36,+12.50%
BUZZ,Buzz-A-Way Insect Removal,"1,000",87,79,-9.20%
CHIA,Chia Steel Holdings,0,23,20,-13.04%
CHPS,Chiatech Password Security,0,8,8,0%
COFL,Confederation of Fish Lovers,"1,000",136,138,+1.47%
CYBU,Cybun Electromatics,0,38,44,+15.79%
DROO,Dice-A-Roo Industries PLC.,"15,000",16,16,0%
DUNG,Dung Master,0,8,10,+25.00%
EEEE,EURGH!!! Ltd.,0,25,22,-12.00%
FAER,Faerie Clothing Ltd.,0,20,19,-5.00%
FISH,Fish Pops!,0,28,28,0%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,"1,000",19,17,-10.53%
GG,Grundo Galactic,"21,250",16,15,-6.25%
GORM,Gorm Corp,"31,150",16,16,0%
GWH,Grundo Warehouse Mint,"1,000",23,19,-17.39%
HAKA,Hakaheke Island Flights,"20,000",6,7,+16.67%
HELT,Health Frog Groceries,0,18,19,+5.56%
HUW,Huberts Hot Dogs,0,27,27,0%
JCK,Jacko and Sons Painting Ltd.,0,11,11,0%
KATE,Kacheek Telecommunications,"52,900",16,14,-12.50%
KAUF,Kau-Kau Farm,0,110,109,-0.91%
KBAT,Kor-Bat Cricket Supplies,0,34,33,-2.94%
KSON,Kacheek and Sons Landscaping,"2,000",232,225,-3.02%
LDSC,Lost Desert Scratchcards,0,251,253,+0.80%
LUPE,Lupe Consolidated,0,18,16,-11.11%
MP,Meridell Potato Company,0,60,51,-15.00%
MYNC,Mynci Banana Imports,"1,000",47,50,+6.38%
NAI,Neopen AI,0,8,8,0%
NAKR,Nakron,0,130,128,-1.54%
NATN,The National Neopian Bank,"1,000",8,7,-12.50%
NEGG,Neggwork Commerce,0,81,77,-4.94%
NST,NeoSCOOL Technologies,0,31,29,-6.45%
NTV,Neopian TV Channel One,0,102,100,-1.96%
NUG,Nugget Petz,0,12,11,-8.33%
PDSS,PD Secure Storage,0,29,35,+20.69%
PEOP,Peophin Water Parks!,0,9,12,+33.33%
POWR,Power-X Corp.,0,33,33,0%
SHRX,Shoyrux Enterprises,0,101,110,+8.91%
SILL,Silly Squirrel Incorporated,"1,000",17,18,+5.88%
SKBD,Skeith Bodyguards Inc.,"31,300",14,15,+7.14%
SKEI,Skeith Feeding Ltd.,0,104,105,+0.96%
SMUG,The Smugglers Cove,0,17,18,+5.88%
SSGS,Meri Acre Sausages,"1,000",33,34,+3.03%
SSS,Super Splime Shakes,0,717,719,+0.28%
STFP,Stuff-A-Pet Inc.,"4,000",258,267,+3.49%
SWNC,Shop Wizard N-Commerce,0,31,33,+6.45%
TAG,The Auction Genie,0,41,32,-21.95%
TCAG,The Chia Actors Guild,0,64,58,-9.38%
TEFV,Techrobatics Fitness Videos,"1,000",34,35,+2.94%
TGG,The Grundo Gazette,0,27,21,-22.22%
TNAH,The Neopian Auction House,"1,000",56,56,0%
TPEG,Theme Park Entertainers Guild,0,8,8,0%
TPP,The Presidential Palace,0,143,139,-2.80%
TSRC,The Shoyru Company,0,112,108,-3.57%
TYP,Tyrannia Psychics,0,30,31,+3.33%
UNIB,Unis Beauty Salon,0,27,31,+14.81%
VPTS,Virtupets,0,12,9,-25.00%
WERE,Werelupe Way,0,11,11,0%
WISH,Wish Witch Wishing Co.,0,13,12,-7.69%
YIPP,Yippee!,0,38,36,-5.26%
