Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"1,000",45,42,-6.67%
ACFI,Achyfi Enterprises,0,44,39,-11.36%
BB,Breadmaster Bakeries,"2,000",14,15,+7.14%
BBBB,Bobs Big Bonus Bingo,"21,100",19,13,-31.58%
BODA,Boda Furnishings Inc,"45,000",12,16,+33.33%
BOOM,Boom Boxes!,"2,000",8,10,+25.00%
BOTT,Balthazar's Faerie Bottling Inc.,"1,000",143,146,+2.10%
BUZZ,Buzz-A-Way Insect Removal,0,44,49,+11.36%
CHIA,Chia Steel Holdings,"6,000",6,7,+16.67%
CHPS,Chiatech Password Security,"1,025",18,19,+5.56%
COFL,Confederation of Fish Lovers,0,157,158,+0.64%
CYBU,Cybun Electromatics,0,39,42,+7.69%
DROO,Dice-A-Roo Industries PLC.,"3,500",14,17,+21.43%
DUNG,Dung Master,"59,200",16,15,-6.25%
EEEE,EURGH!!! Ltd.,"4,000",13,6,-53.85%
FAER,Faerie Clothing Ltd.,"7,000",8,10,+25.00%
FISH,Fish Pops!,0,31,19,-38.71%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,13,13,0%
GG,Grundo Galactic,0,12,7,-41.67%
GORM,Gorm Corp,"43,600",13,15,+15.38%
GWH,Grundo Warehouse Mint,"4,000",7,8,+14.29%
HAKA,Hakaheke Island Flights,"38,500",14,16,+14.29%
HELT,Health Frog Groceries,0,78,77,-1.28%
HUW,Huberts Hot Dogs,0,50,60,+20.00%
JCK,Jacko and Sons Painting Ltd.,"6,000",6,7,+16.67%
KATE,Kacheek Telecommunications,"1,518",25,20,-20.00%
KAUF,Kau-Kau Farm,0,61,71,+16.39%
KBAT,Kor-Bat Cricket Supplies,"33,500",14,16,+14.29%
KSON,Kacheek and Sons Landscaping,"1,000",168,182,+8.33%
LDSC,Lost Desert Scratchcards,"2,000",338,310,-8.28%
LUPE,Lupe Consolidated,"2,000",12,14,+16.67%
MP,Meridell Potato Company,0,49,55,+12.24%
MYNC,Mynci Banana Imports,0,105,123,+17.14%
NAI,Neopen AI,"79,800",16,15,-6.25%
NAKR,Nakron,0,113,104,-7.96%
NATN,The National Neopian Bank,"8,012",17,14,-17.65%
NEGG,Neggwork Commerce,0,37,39,+5.41%
NST,NeoSCOOL Technologies,"3,000",30,26,-13.33%
NTV,Neopian TV Channel One,"1,000",43,41,-4.65%
NUG,Nugget Petz,"19,000",16,14,-12.50%
PDSS,PD Secure Storage,0,47,42,-10.64%
PEOP,Peophin Water Parks!,17,18,17,-5.56%
POWR,Power-X Corp.,"1,000",40,27,-32.50%
SHRX,Shoyrux Enterprises,0,119,116,-2.52%
SILL,Silly Squirrel Incorporated,0,20,22,+10.00%
SKBD,Skeith Bodyguards Inc.,"1,022",36,21,-41.67%
SKEI,Skeith Feeding Ltd.,"1,000",141,139,-1.42%
SMUG,The Smugglers Cove,0,27,23,-14.81%
SSGS,Meri Acre Sausages,0,42,42,0%
SSS,Super Splime Shakes,"2,020",696,699,+0.43%
STFP,Stuff-A-Pet Inc.,"2,000",277,270,-2.53%
SWNC,Shop Wizard N-Commerce,0,33,39,+18.18%
TAG,The Auction Genie,0,32,27,-15.62%
TCAG,The Chia Actors Guild,"1,000",89,113,+26.97%
TEFV,Techrobatics Fitness Videos,0,18,27,+50.00%
TGG,The Grundo Gazette,300,8,7,-12.50%
TNAH,The Neopian Auction House,"1,000",73,77,+5.48%
TPEG,Theme Park Entertainers Guild,"138,420",16,15,-6.25%
TPP,The Presidential Palace,0,170,172,+1.18%
TSRC,The Shoyru Company,0,78,58,-25.64%
TYP,Tyrannia Psychics,"44,500",12,18,+50.00%
UNIB,Unis Beauty Salon,"1,000",9,11,+22.22%
VPTS,Virtupets,"5,000",8,8,0%
WERE,Werelupe Way,0,10,10,0%
WISH,Wish Witch Wishing Co.,0,19,19,0%
YIPP,Yippee!,0,43,37,-13.95%
