Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"2,000",49,47,-4.08%
ACFI,Achyfi Enterprises,"1,000",33,37,+12.12%
BB,Breadmaster Bakeries,"2,000",21,21,0%
BBBB,Bobs Big Bonus Bingo,0,7,9,+28.57%
BODA,Boda Furnishings Inc,"20,000",20,16,-20.00%
BOOM,Boom Boxes!,"2,000",8,8,0%
BOTT,Balthazar's Faerie Bottling Inc.,"1,000",138,148,+7.25%
BUZZ,Buzz-A-Way Insect Removal,"1,000",48,48,0%
CHIA,Chia Steel Holdings,0,8,12,+50.00%
CHPS,Chiatech Password Security,0,21,22,+4.76%
COFL,Confederation of Fish Lovers,"1,000",169,172,+1.78%
CYBU,Cybun Electromatics,"1,000",37,39,+5.41%
DROO,Dice-A-Roo Industries PLC.,"2,000",24,21,-12.50%
DUNG,Dung Master,"25,000",16,14,-12.50%
EEEE,EURGH!!! Ltd.,0,8,9,+12.50%
FAER,Faerie Clothing Ltd.,0,11,12,+9.09%
FISH,Fish Pops!,"93,500",18,18,0%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,28,32,+14.29%
GG,Grundo Galactic,"2,000",6,7,+16.67%
GORM,Gorm Corp,0,19,18,-5.26%
GWH,Grundo Warehouse Mint,"4,000",8,6,-25.00%
HAKA,Hakaheke Island Flights,"81,500",16,22,+37.50%
HELT,Health Frog Groceries,"2,000",74,84,+13.51%
HUW,Huberts Hot Dogs,0,59,54,-8.47%
JCK,Jacko and Sons Painting Ltd.,"45,300",11,14,+27.27%
KATE,Kacheek Telecommunications,"1,500",28,18,-35.71%
KAUF,Kau-Kau Farm,"1,000",94,95,+1.06%
KBAT,Kor-Bat Cricket Supplies,"1,000",20,30,+50.00%
KSON,Kacheek and Sons Landscaping,"2,000",179,174,-2.79%
LDSC,Lost Desert Scratchcards,"2,000",298,261,-12.42%
LUPE,Lupe Consolidated,"48,000",15,13,-13.33%
MP,Meridell Potato Company,0,40,41,+2.50%
MYNC,Mynci Banana Imports,500,145,142,-2.07%
NAI,Neopen AI,"30,000",9,14,+55.56%
NAKR,Nakron,0,108,103,-4.63%
NATN,The National Neopian Bank,"4,069",17,18,+5.88%
NEGG,Neggwork Commerce,0,30,35,+16.67%
NST,NeoSCOOL Technologies,0,56,56,0%
NTV,Neopian TV Channel One,0,49,54,+10.20%
NUG,Nugget Petz,"6,000",18,18,0%
PDSS,PD Secure Storage,"65,000",14,14,0%
PEOP,Peophin Water Parks!,"11,500",13,18,+38.46%
POWR,Power-X Corp.,0,29,32,+10.34%
SHRX,Shoyrux Enterprises,0,118,126,+6.78%
SILL,Silly Squirrel Incorporated,0,31,26,-16.13%
SKBD,Skeith Bodyguards Inc.,"59,000",15,9,-40.00%
SKEI,Skeith Feeding Ltd.,0,131,147,+12.21%
SMUG,The Smugglers Cove,0,25,29,+16.00%
SSGS,Meri Acre Sausages,0,49,46,-6.12%
SSS,Super Splime Shakes,0,704,710,+0.85%
STFP,Stuff-A-Pet Inc.,"1,000",263,265,+0.76%
SWNC,Shop Wizard N-Commerce,"1,000",35,34,-2.86%
TAG,The Auction Genie,0,31,30,-3.23%
TCAG,The Chia Actors Guild,0,101,108,+6.93%
TEFV,Techrobatics Fitness Videos,"2,000",18,19,+5.56%
TGG,The Grundo Gazette,0,8,12,+50.00%
TNAH,The Neopian Auction House,"1,000",102,102,0%
TPEG,Theme Park Entertainers Guild,0,10,14,+40.00%
TPP,The Presidential Palace,500,208,214,+2.88%
TSRC,The Shoyru Company,0,71,84,+18.31%
TYP,Tyrannia Psychics,"26,000",17,12,-29.41%
UNIB,Unis Beauty Salon,0,12,13,+8.33%
VPTS,Virtupets,0,11,7,-36.36%
WERE,Werelupe Way,"1,500",14,14,0%
WISH,Wish Witch Wishing Co.,"1,000",19,23,+21.05%
YIPP,Yippee!,0,30,23,-23.33%
