Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,49,51,+4.08%
ACFI,Achyfi Enterprises,0,37,39,+5.41%
BB,Breadmaster Bakeries,"1,000",24,26,+8.33%
BBBB,Bobs Big Bonus Bingo,0,12,11,-8.33%
BODA,Boda Furnishings Inc,0,10,11,+10.00%
BOOM,Boom Boxes!,0,6,6,0%
BOTT,Balthazar's Faerie Bottling Inc.,0,161,160,-0.62%
BUZZ,Buzz-A-Way Insect Removal,0,58,60,+3.45%
CHIA,Chia Steel Holdings,"27,000",17,15,-11.76%
CHPS,Chiatech Password Security,"4,000",15,13,-13.33%
COFL,Confederation of Fish Lovers,0,164,156,-4.88%
CYBU,Cybun Electromatics,0,34,40,+17.65%
DROO,Dice-A-Roo Industries PLC.,0,12,13,+8.33%
DUNG,Dung Master,"1,000",19,18,-5.26%
EEEE,EURGH!!! Ltd.,0,9,9,0%
FAER,Faerie Clothing Ltd.,"1,000",18,19,+5.56%
FISH,Fish Pops!,"1,000",18,20,+11.11%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,30,31,+3.33%
GG,Grundo Galactic,0,8,10,+25.00%
GORM,Gorm Corp,0,20,18,-10.00%
GWH,Grundo Warehouse Mint,0,8,7,-12.50%
HAKA,Hakaheke Island Flights,"1,000",25,23,-8.00%
HELT,Health Frog Groceries,0,88,84,-4.55%
HUW,Huberts Hot Dogs,0,69,69,0%
JCK,Jacko and Sons Painting Ltd.,0,10,8,-20.00%
KATE,Kacheek Telecommunications,"1,000",19,20,+5.26%
KAUF,Kau-Kau Farm,"1,000",77,76,-1.30%
KBAT,Kor-Bat Cricket Supplies,0,29,31,+6.90%
KSON,Kacheek and Sons Landscaping,"1,000",174,181,+4.02%
LDSC,Lost Desert Scratchcards,0,257,260,+1.17%
LUPE,Lupe Consolidated,0,11,9,-18.18%
MP,Meridell Potato Company,0,37,35,-5.41%
MYNC,Mynci Banana Imports,0,129,132,+2.33%
NAI,Neopen AI,0,11,13,+18.18%
NAKR,Nakron,"1,000",107,102,-4.67%
NATN,The National Neopian Bank,0,17,18,+5.88%
NEGG,Neggwork Commerce,0,36,34,-5.56%
NST,NeoSCOOL Technologies,0,57,55,-3.51%
NTV,Neopian TV Channel One,0,53,60,+13.21%
NUG,Nugget Petz,"10,000",18,15,-16.67%
PDSS,PD Secure Storage,"20,000",15,12,-20.00%
PEOP,Peophin Water Parks!,0,14,12,-14.29%
POWR,Power-X Corp.,0,35,35,0%
SHRX,Shoyrux Enterprises,0,117,116,-0.85%
SILL,Silly Squirrel Incorporated,0,20,21,+5.00%
SKBD,Skeith Bodyguards Inc.,0,9,10,+11.11%
SKEI,Skeith Feeding Ltd.,0,145,147,+1.38%
SMUG,The Smugglers Cove,0,35,36,+2.86%
SSGS,Meri Acre Sausages,"1,000",34,35,+2.94%
SSS,Super Splime Shakes,0,694,695,+0.14%
STFP,Stuff-A-Pet Inc.,"1,000",264,275,+4.17%
SWNC,Shop Wizard N-Commerce,0,32,31,-3.12%
TAG,The Auction Genie,0,23,26,+13.04%
TCAG,The Chia Actors Guild,0,66,69,+4.55%
TEFV,Techrobatics Fitness Videos,0,17,17,0%
TGG,The Grundo Gazette,0,9,10,+11.11%
TNAH,The Neopian Auction House,0,102,105,+2.94%
TPEG,Theme Park Entertainers Guild,"13,000",16,16,0%
TPP,The Presidential Palace,0,209,209,0%
TSRC,The Shoyru Company,0,71,74,+4.23%
TYP,Tyrannia Psychics,"1,000",18,16,-11.11%
UNIB,Unis Beauty Salon,0,12,12,0%
VPTS,Virtupets,0,7,7,0%
WERE,Werelupe Way,"70,000",15,16,+6.67%
WISH,Wish Witch Wishing Co.,0,24,26,+8.33%
YIPP,Yippee!,0,12,12,0%
