Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"1,000",35,32,-8.57%
ACFI,Achyfi Enterprises,"1,000",55,55,0%
BB,Breadmaster Bakeries,0,40,40,0%
BBBB,Bobs Big Bonus Bingo,0,7,6,-14.29%
BODA,Boda Furnishings Inc,0,11,12,+9.09%
BOOM,Boom Boxes!,0,8,8,0%
BOTT,Balthazar's Faerie Bottling Inc.,0,143,150,+4.90%
BUZZ,Buzz-A-Way Insect Removal,0,54,53,-1.85%
CHIA,Chia Steel Holdings,0,38,40,+5.26%
CHPS,Chiatech Password Security,0,19,20,+5.26%
COFL,Confederation of Fish Lovers,0,152,152,0%
CYBU,Cybun Electromatics,0,41,39,-4.88%
DROO,Dice-A-Roo Industries PLC.,0,20,20,0%
DUNG,Dung Master,0,22,19,-13.64%
EEEE,EURGH!!! Ltd.,"13,700",15,10,-33.33%
FAER,Faerie Clothing Ltd.,"13,000",14,16,+14.29%
FISH,Fish Pops!,"1,000",19,17,-10.53%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,"1,000",38,38,0%
GG,Grundo Galactic,0,9,13,+44.44%
GORM,Gorm Corp,0,11,11,0%
GWH,Grundo Warehouse Mint,0,9,6,-33.33%
HAKA,Hakaheke Island Flights,0,16,10,-37.50%
HELT,Health Frog Groceries,0,65,70,+7.69%
HUW,Huberts Hot Dogs,0,75,78,+4.00%
JCK,Jacko and Sons Painting Ltd.,"47,500",13,17,+30.77%
KATE,Kacheek Telecommunications,"1,000",22,21,-4.55%
KAUF,Kau-Kau Farm,0,60,64,+6.67%
KBAT,Kor-Bat Cricket Supplies,"1,000",23,30,+30.43%
KSON,Kacheek and Sons Landscaping,0,195,184,-5.64%
LDSC,Lost Desert Scratchcards,0,277,287,+3.61%
LUPE,Lupe Consolidated,0,11,10,-9.09%
MP,Meridell Potato Company,0,38,41,+7.89%
MYNC,Mynci Banana Imports,0,113,105,-7.08%
NAI,Neopen AI,0,30,28,-6.67%
NAKR,Nakron,0,115,123,+6.96%
NATN,The National Neopian Bank,0,9,8,-11.11%
NEGG,Neggwork Commerce,"1,000",36,33,-8.33%
NST,NeoSCOOL Technologies,0,54,60,+11.11%
NTV,Neopian TV Channel One,0,62,68,+9.68%
NUG,Nugget Petz,"52,200",15,16,+6.67%
PDSS,PD Secure Storage,"5,900",15,12,-20.00%
PEOP,Peophin Water Parks!,0,16,19,+18.75%
POWR,Power-X Corp.,0,52,48,-7.69%
SHRX,Shoyrux Enterprises,0,108,110,+1.85%
SILL,Silly Squirrel Incorporated,0,24,27,+12.50%
SKBD,Skeith Bodyguards Inc.,"1,000",16,17,+6.25%
SKEI,Skeith Feeding Ltd.,"2,000",153,173,+13.07%
SMUG,The Smugglers Cove,0,53,61,+15.09%
SSGS,Meri Acre Sausages,0,32,39,+21.88%
SSS,Super Splime Shakes,0,711,718,+0.98%
STFP,Stuff-A-Pet Inc.,"1,000",272,280,+2.94%
SWNC,Shop Wizard N-Commerce,0,23,18,-21.74%
TAG,The Auction Genie,"1,000",27,25,-7.41%
TCAG,The Chia Actors Guild,0,53,47,-11.32%
TEFV,Techrobatics Fitness Videos,"24,300",15,14,-6.67%
TGG,The Grundo Gazette,"60,200",15,13,-13.33%
TNAH,The Neopian Auction House,0,75,87,+16.00%
TPEG,Theme Park Entertainers Guild,0,20,20,0%
TPP,The Presidential Palace,0,192,188,-2.08%
TSRC,The Shoyru Company,"1,000",81,88,+8.64%
TYP,Tyrannia Psychics,"11,000",18,16,-11.11%
UNIB,Unis Beauty Salon,"32,700",15,16,+6.67%
VPTS,Virtupets,0,12,10,-16.67%
WERE,Werelupe Way,"1,500",12,13,+8.33%
WISH,Wish Witch Wishing Co.,0,27,20,-25.93%
YIPP,Yippee!,0,13,12,-7.69%
