Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,31,29,-6.45%
ACFI,Achyfi Enterprises,"2,000",52,56,+7.69%
BB,Breadmaster Bakeries,0,12,12,0%
BBBB,Bobs Big Bonus Bingo,"4,500",7,14,+100.00%
BODA,Boda Furnishings Inc,0,12,9,-25.00%
BOOM,Boom Boxes!,"1,000",31,35,+12.90%
BOTT,Balthazar's Faerie Bottling Inc.,0,41,41,0%
BUZZ,Buzz-A-Way Insect Removal,"2,000",74,72,-2.70%
CHIA,Chia Steel Holdings,0,31,32,+3.23%
CHPS,Chiatech Password Security,"12,000",8,7,-12.50%
COFL,Confederation of Fish Lovers,"1,000",141,137,-2.84%
CYBU,Cybun Electromatics,0,37,36,-2.70%
DROO,Dice-A-Roo Industries PLC.,"10,000",17,17,0%
DUNG,Dung Master,"15,000",6,6,0%
EEEE,EURGH!!! Ltd.,"132,500",18,15,-16.67%
FAER,Faerie Clothing Ltd.,"3,000",24,19,-20.83%
FISH,Fish Pops!,0,33,28,-15.15%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,14,13,-7.14%
GG,Grundo Galactic,"4,000",17,16,-5.88%
GORM,Gorm Corp,0,23,27,+17.39%
GWH,Grundo Warehouse Mint,0,20,19,-5.00%
HAKA,Hakaheke Island Flights,"2,500",6,8,+33.33%
HELT,Health Frog Groceries,"17,000",16,18,+12.50%
HUW,Huberts Hot Dogs,"1,000",25,28,+12.00%
JCK,Jacko and Sons Painting Ltd.,0,13,11,-15.38%
KATE,Kacheek Telecommunications,0,22,20,-9.09%
KAUF,Kau-Kau Farm,"1,000",99,92,-7.07%
KBAT,Kor-Bat Cricket Supplies,0,26,23,-11.54%
KSON,Kacheek and Sons Landscaping,"1,000",196,195,-0.51%
LDSC,Lost Desert Scratchcards,0,297,308,+3.70%
LUPE,Lupe Consolidated,"71,000",17,16,-5.88%
MP,Meridell Potato Company,0,59,55,-6.78%
MYNC,Mynci Banana Imports,"1,000",50,45,-10.00%
NAI,Neopen AI,"2,000",10,6,-40.00%
NAKR,Nakron,"1,000",137,133,-2.92%
NATN,The National Neopian Bank,"1,000",8,7,-12.50%
NEGG,Neggwork Commerce,0,74,68,-8.11%
NST,NeoSCOOL Technologies,0,27,24,-11.11%
NTV,Neopian TV Channel One,"2,000",103,82,-20.39%
NUG,Nugget Petz,0,8,13,+62.50%
PDSS,PD Secure Storage,"2,000",32,34,+6.25%
PEOP,Peophin Water Parks!,"129,005",14,17,+21.43%
POWR,Power-X Corp.,0,35,43,+22.86%
SHRX,Shoyrux Enterprises,0,107,100,-6.54%
SILL,Silly Squirrel Incorporated,"1,500",18,23,+27.78%
SKBD,Skeith Bodyguards Inc.,"1,000",20,19,-5.00%
SKEI,Skeith Feeding Ltd.,"1,000",104,106,+1.92%
SMUG,The Smugglers Cove,"1,000",20,23,+15.00%
SSGS,Meri Acre Sausages,"1,000",39,41,+5.13%
SSS,Super Splime Shakes,"2,100",703,702,-0.14%
STFP,Stuff-A-Pet Inc.,"2,000",269,292,+8.55%
SWNC,Shop Wizard N-Commerce,0,28,28,0%
TAG,The Auction Genie,0,32,32,0%
TCAG,The Chia Actors Guild,"1,000",52,59,+13.46%
TEFV,Techrobatics Fitness Videos,0,34,39,+14.71%
TGG,The Grundo Gazette,"2,000",20,16,-20.00%
TNAH,The Neopian Auction House,0,53,52,-1.89%
TPEG,Theme Park Entertainers Guild,"2,000",6,8,+33.33%
TPP,The Presidential Palace,"1,000",141,141,0%
TSRC,The Shoyru Company,0,108,108,0%
TYP,Tyrannia Psychics,"1,000",28,26,-7.14%
UNIB,Unis Beauty Salon,0,26,28,+7.69%
VPTS,Virtupets,"8,000",7,9,+28.57%
WERE,Werelupe Way,"5,000",8,6,-25.00%
WISH,Wish Witch Wishing Co.,0,13,12,-7.69%
YIPP,Yippee!,0,44,40,-9.09%
