Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"22,200",16,16,0%
ACFI,Achyfi Enterprises,"1,000",44,44,0%
BB,Breadmaster Bakeries,0,48,47,-2.08%
BBBB,Bobs Big Bonus Bingo,"11,000",16,14,-12.50%
BODA,Boda Furnishings Inc,0,27,29,+7.41%
BOOM,Boom Boxes!,"1,000",18,19,+5.56%
BOTT,Balthazar's Faerie Bottling Inc.,0,171,157,-8.19%
BUZZ,Buzz-A-Way Insect Removal,0,58,58,0%
CHIA,Chia Steel Holdings,0,38,42,+10.53%
CHPS,Chiatech Password Security,200,35,40,+14.29%
COFL,Confederation of Fish Lovers,0,195,186,-4.62%
CYBU,Cybun Electromatics,"2,000",56,57,+1.79%
DROO,Dice-A-Roo Industries PLC.,0,10,8,-20.00%
DUNG,Dung Master,0,6,6,0%
EEEE,EURGH!!! Ltd.,0,7,10,+42.86%
FAER,Faerie Clothing Ltd.,0,26,24,-7.69%
FISH,Fish Pops!,"36,000",16,17,+6.25%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,9,9,0%
GG,Grundo Galactic,0,39,35,-10.26%
GORM,Gorm Corp,"1,000",17,17,0%
GWH,Grundo Warehouse Mint,0,12,12,0%
HAKA,Hakaheke Island Flights,0,6,8,+33.33%
HELT,Health Frog Groceries,"1,000",105,99,-5.71%
HUW,Huberts Hot Dogs,0,35,36,+2.86%
JCK,Jacko and Sons Painting Ltd.,"22,700",14,14,0%
KATE,Kacheek Telecommunications,0,25,23,-8.00%
KAUF,Kau-Kau Farm,0,135,131,-2.96%
KBAT,Kor-Bat Cricket Supplies,0,27,26,-3.70%
KSON,Kacheek and Sons Landscaping,"1,000",154,161,+4.55%
LDSC,Lost Desert Scratchcards,0,313,302,-3.51%
LUPE,Lupe Consolidated,0,10,9,-10.00%
MP,Meridell Potato Company,0,34,36,+5.88%
MYNC,Mynci Banana Imports,0,145,157,+8.28%
NAI,Neopen AI,"11,000",12,15,+25.00%
NAKR,Nakron,0,136,139,+2.21%
NATN,The National Neopian Bank,0,13,6,-53.85%
NEGG,Neggwork Commerce,0,36,40,+11.11%
NST,NeoSCOOL Technologies,0,38,34,-10.53%
NTV,Neopian TV Channel One,"1,000",68,75,+10.29%
NUG,Nugget Petz,0,23,21,-8.70%
PDSS,PD Secure Storage,0,24,21,-12.50%
PEOP,Peophin Water Parks!,0,18,18,0%
POWR,Power-X Corp.,"48,000",16,13,-18.75%
SHRX,Shoyrux Enterprises,"1,000",110,113,+2.73%
SILL,Silly Squirrel Incorporated,0,18,17,-5.56%
SKBD,Skeith Bodyguards Inc.,0,24,29,+20.83%
SKEI,Skeith Feeding Ltd.,0,206,212,+2.91%
SMUG,The Smugglers Cove,0,120,119,-0.83%
SSGS,Meri Acre Sausages,0,13,15,+15.38%
SSS,Super Splime Shakes,0,772,766,-0.78%
STFP,Stuff-A-Pet Inc.,"1,000",252,259,+2.78%
SWNC,Shop Wizard N-Commerce,"1,000",18,21,+16.67%
TAG,The Auction Genie,0,22,26,+18.18%
TCAG,The Chia Actors Guild,0,104,107,+2.88%
TEFV,Techrobatics Fitness Videos,0,6,9,+50.00%
TGG,The Grundo Gazette,"6,000",17,18,+5.88%
TNAH,The Neopian Auction House,0,44,43,-2.27%
TPEG,Theme Park Entertainers Guild,"11,000",19,13,-31.58%
TPP,The Presidential Palace,0,242,222,-8.26%
TSRC,The Shoyru Company,0,82,84,+2.44%
TYP,Tyrannia Psychics,0,13,13,0%
UNIB,Unis Beauty Salon,0,31,34,+9.68%
VPTS,Virtupets,0,6,8,+33.33%
WERE,Werelupe Way,0,19,19,0%
WISH,Wish Witch Wishing Co.,0,7,9,+28.57%
YIPP,Yippee!,0,41,39,-4.88%
