Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,12,7,-41.67%
ACFI,Achyfi Enterprises,0,49,53,+8.16%
BB,Breadmaster Bakeries,0,44,36,-18.18%
BBBB,Bobs Big Bonus Bingo,350,24,29,+20.83%
BODA,Boda Furnishings Inc,"13,500",16,17,+6.25%
BOOM,Boom Boxes!,0,7,8,+14.29%
BOTT,Balthazar's Faerie Bottling Inc.,"2,000",150,144,-4.00%
BUZZ,Buzz-A-Way Insect Removal,0,55,49,-10.91%
CHIA,Chia Steel Holdings,0,61,38,-37.70%
CHPS,Chiatech Password Security,0,37,41,+10.81%
COFL,Confederation of Fish Lovers,33,169,178,+5.33%
CYBU,Cybun Electromatics,0,26,31,+19.23%
DROO,Dice-A-Roo Industries PLC.,"95,000",15,12,-20.00%
DUNG,Dung Master,"20,250",13,14,+7.69%
EEEE,EURGH!!! Ltd.,0,14,10,-28.57%
FAER,Faerie Clothing Ltd.,100,32,30,-6.25%
FISH,Fish Pops!,"9,355",20,18,-10.00%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,42,40,-4.76%
GG,Grundo Galactic,"1,000",11,17,+54.55%
GORM,Gorm Corp,0,14,9,-35.71%
GWH,Grundo Warehouse Mint,0,10,6,-40.00%
HAKA,Hakaheke Island Flights,"1,000",30,22,-26.67%
HELT,Health Frog Groceries,0,75,77,+2.67%
HUW,Huberts Hot Dogs,"1,000",51,49,-3.92%
JCK,Jacko and Sons Painting Ltd.,"22,000",12,14,+16.67%
KATE,Kacheek Telecommunications,0,9,12,+33.33%
KAUF,Kau-Kau Farm,0,61,82,+34.43%
KBAT,Kor-Bat Cricket Supplies,0,34,33,-2.94%
KSON,Kacheek and Sons Landscaping,"1,000",213,213,0%
LDSC,Lost Desert Scratchcards,0,305,290,-4.92%
LUPE,Lupe Consolidated,0,13,12,-7.69%
MP,Meridell Potato Company,0,48,59,+22.92%
MYNC,Mynci Banana Imports,"2,000",131,127,-3.05%
NAI,Neopen AI,"2,200",20,18,-10.00%
NAKR,Nakron,0,112,124,+10.71%
NATN,The National Neopian Bank,0,7,6,-14.29%
NEGG,Neggwork Commerce,"4,250",24,22,-8.33%
NST,NeoSCOOL Technologies,21,59,61,+3.39%
NTV,Neopian TV Channel One,0,102,105,+2.94%
NUG,Nugget Petz,0,10,10,0%
PDSS,PD Secure Storage,0,30,29,-3.33%
PEOP,Peophin Water Parks!,0,9,6,-33.33%
POWR,Power-X Corp.,0,38,44,+15.79%
SHRX,Shoyrux Enterprises,"1,000",124,126,+1.61%
SILL,Silly Squirrel Incorporated,0,13,11,-15.38%
SKBD,Skeith Bodyguards Inc.,"10,000",16,15,-6.25%
SKEI,Skeith Feeding Ltd.,0,177,196,+10.73%
SMUG,The Smugglers Cove,0,87,106,+21.84%
SSGS,Meri Acre Sausages,0,38,41,+7.89%
SSS,Super Splime Shakes,"1,000",767,773,+0.78%
STFP,Stuff-A-Pet Inc.,"1,000",287,293,+2.09%
SWNC,Shop Wizard N-Commerce,450,20,19,-5.00%
TAG,The Auction Genie,0,35,32,-8.57%
TCAG,The Chia Actors Guild,"1,000",66,77,+16.67%
TEFV,Techrobatics Fitness Videos,"16,000",6,15,+150.00%
TGG,The Grundo Gazette,"42,000",14,11,-21.43%
TNAH,The Neopian Auction House,"1,000",69,65,-5.80%
TPEG,Theme Park Entertainers Guild,"109,750",13,13,0%
TPP,The Presidential Palace,0,218,222,+1.83%
TSRC,The Shoyru Company,0,87,102,+17.24%
TYP,Tyrannia Psychics,"93,750",13,14,+7.69%
UNIB,Unis Beauty Salon,"2,000",19,22,+15.79%
VPTS,Virtupets,0,12,11,-8.33%
WERE,Werelupe Way,0,9,7,-22.22%
WISH,Wish Witch Wishing Co.,"35,200",17,11,-35.29%
YIPP,Yippee!,0,6,12,+100.00%
