Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,12,10,-16.67%
ACFI,Achyfi Enterprises,0,49,53,+8.16%
BB,Breadmaster Bakeries,0,44,33,-25.00%
BBBB,Bobs Big Bonus Bingo,350,24,29,+20.83%
BODA,Boda Furnishings Inc,"13,500",16,21,+31.25%
BOOM,Boom Boxes!,0,7,10,+42.86%
BOTT,Balthazar's Faerie Bottling Inc.,"2,000",150,147,-2.00%
BUZZ,Buzz-A-Way Insect Removal,0,55,53,-3.64%
CHIA,Chia Steel Holdings,0,61,39,-36.07%
CHPS,Chiatech Password Security,0,37,38,+2.70%
COFL,Confederation of Fish Lovers,33,169,173,+2.37%
CYBU,Cybun Electromatics,0,26,29,+11.54%
DROO,Dice-A-Roo Industries PLC.,"94,000",15,14,-6.67%
DUNG,Dung Master,"20,250",13,14,+7.69%
EEEE,EURGH!!! Ltd.,0,14,12,-14.29%
FAER,Faerie Clothing Ltd.,100,32,32,0%
FISH,Fish Pops!,"7,355",20,17,-15.00%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,42,40,-4.76%
GG,Grundo Galactic,"1,000",11,17,+54.55%
GORM,Gorm Corp,0,14,10,-28.57%
GWH,Grundo Warehouse Mint,0,10,6,-40.00%
HAKA,Hakaheke Island Flights,"1,000",30,23,-23.33%
HELT,Health Frog Groceries,0,75,72,-4.00%
HUW,Huberts Hot Dogs,"1,000",51,52,+1.96%
JCK,Jacko and Sons Painting Ltd.,"7,000",12,15,+25.00%
KATE,Kacheek Telecommunications,0,9,12,+33.33%
KAUF,Kau-Kau Farm,0,61,74,+21.31%
KBAT,Kor-Bat Cricket Supplies,0,34,34,0%
KSON,Kacheek and Sons Landscaping,0,213,213,0%
LDSC,Lost Desert Scratchcards,0,305,287,-5.90%
LUPE,Lupe Consolidated,0,13,12,-7.69%
MP,Meridell Potato Company,0,48,59,+22.92%
MYNC,Mynci Banana Imports,"2,000",131,126,-3.82%
NAI,Neopen AI,"2,200",20,18,-10.00%
NAKR,Nakron,0,112,123,+9.82%
NATN,The National Neopian Bank,0,7,6,-14.29%
NEGG,Neggwork Commerce,"4,250",24,21,-12.50%
NST,NeoSCOOL Technologies,21,59,60,+1.69%
NTV,Neopian TV Channel One,0,102,103,+0.98%
NUG,Nugget Petz,0,10,10,0%
PDSS,PD Secure Storage,0,30,24,-20.00%
PEOP,Peophin Water Parks!,0,9,6,-33.33%
POWR,Power-X Corp.,0,38,41,+7.89%
SHRX,Shoyrux Enterprises,"1,000",124,126,+1.61%
SILL,Silly Squirrel Incorporated,0,13,11,-15.38%
SKBD,Skeith Bodyguards Inc.,"8,000",16,13,-18.75%
SKEI,Skeith Feeding Ltd.,0,177,196,+10.73%
SMUG,The Smugglers Cove,0,87,106,+21.84%
SSGS,Meri Acre Sausages,0,38,40,+5.26%
SSS,Super Splime Shakes,"1,000",767,771,+0.52%
STFP,Stuff-A-Pet Inc.,"1,000",287,291,+1.39%
SWNC,Shop Wizard N-Commerce,450,20,20,0%
TAG,The Auction Genie,0,35,33,-5.71%
TCAG,The Chia Actors Guild,"1,000",66,79,+19.70%
TEFV,Techrobatics Fitness Videos,"6,000",6,15,+150.00%
TGG,The Grundo Gazette,"42,000",14,13,-7.14%
TNAH,The Neopian Auction House,"1,000",69,74,+7.25%
TPEG,Theme Park Entertainers Guild,"109,750",13,13,0%
TPP,The Presidential Palace,0,218,222,+1.83%
TSRC,The Shoyru Company,0,87,102,+17.24%
TYP,Tyrannia Psychics,"93,750",13,14,+7.69%
UNIB,Unis Beauty Salon,"2,000",19,23,+21.05%
VPTS,Virtupets,0,12,11,-8.33%
WERE,Werelupe Way,0,9,6,-33.33%
WISH,Wish Witch Wishing Co.,"35,200",17,12,-29.41%
YIPP,Yippee!,0,6,12,+100.00%
