Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,12,7,-41.67%
ACFI,Achyfi Enterprises,0,49,48,-2.04%
BB,Breadmaster Bakeries,0,44,39,-11.36%
BBBB,Bobs Big Bonus Bingo,250,24,26,+8.33%
BODA,Boda Furnishings Inc,"8,500",16,18,+12.50%
BOOM,Boom Boxes!,0,7,8,+14.29%
BOTT,Balthazar's Faerie Bottling Inc.,"2,000",150,149,-0.67%
BUZZ,Buzz-A-Way Insect Removal,0,55,55,0%
CHIA,Chia Steel Holdings,0,61,48,-21.31%
CHPS,Chiatech Password Security,0,37,36,-2.70%
COFL,Confederation of Fish Lovers,33,169,165,-2.37%
CYBU,Cybun Electromatics,0,26,29,+11.54%
DROO,Dice-A-Roo Industries PLC.,"94,000",15,14,-6.67%
DUNG,Dung Master,0,13,14,+7.69%
EEEE,EURGH!!! Ltd.,0,14,12,-14.29%
FAER,Faerie Clothing Ltd.,0,32,31,-3.12%
FISH,Fish Pops!,"5,155",20,19,-5.00%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,42,42,0%
GG,Grundo Galactic,0,11,14,+27.27%
GORM,Gorm Corp,0,14,14,0%
GWH,Grundo Warehouse Mint,0,10,7,-30.00%
HAKA,Hakaheke Island Flights,0,30,26,-13.33%
HELT,Health Frog Groceries,0,75,80,+6.67%
HUW,Huberts Hot Dogs,0,51,46,-9.80%
JCK,Jacko and Sons Painting Ltd.,0,12,13,+8.33%
KATE,Kacheek Telecommunications,0,9,12,+33.33%
KAUF,Kau-Kau Farm,0,61,64,+4.92%
KBAT,Kor-Bat Cricket Supplies,0,34,36,+5.88%
KSON,Kacheek and Sons Landscaping,0,213,212,-0.47%
LDSC,Lost Desert Scratchcards,0,305,296,-2.95%
LUPE,Lupe Consolidated,0,13,12,-7.69%
MP,Meridell Potato Company,0,48,52,+8.33%
MYNC,Mynci Banana Imports,"2,000",131,132,+0.76%
NAI,Neopen AI,0,20,19,-5.00%
NAKR,Nakron,0,112,116,+3.57%
NATN,The National Neopian Bank,0,7,6,-14.29%
NEGG,Neggwork Commerce,"2,250",24,21,-12.50%
NST,NeoSCOOL Technologies,21,59,59,0%
NTV,Neopian TV Channel One,0,102,110,+7.84%
NUG,Nugget Petz,0,10,10,0%
PDSS,PD Secure Storage,0,30,29,-3.33%
PEOP,Peophin Water Parks!,0,9,6,-33.33%
POWR,Power-X Corp.,0,38,36,-5.26%
SHRX,Shoyrux Enterprises,0,124,125,+0.81%
SILL,Silly Squirrel Incorporated,0,13,12,-7.69%
SKBD,Skeith Bodyguards Inc.,"4,000",16,15,-6.25%
SKEI,Skeith Feeding Ltd.,0,177,186,+5.08%
SMUG,The Smugglers Cove,0,87,92,+5.75%
SSGS,Meri Acre Sausages,0,38,38,0%
SSS,Super Splime Shakes,0,767,768,+0.13%
STFP,Stuff-A-Pet Inc.,"1,000",287,299,+4.18%
SWNC,Shop Wizard N-Commerce,250,20,19,-5.00%
TAG,The Auction Genie,0,35,35,0%
TCAG,The Chia Actors Guild,0,66,74,+12.12%
TEFV,Techrobatics Fitness Videos,0,6,7,+16.67%
TGG,The Grundo Gazette,"39,000",14,14,0%
TNAH,The Neopian Auction House,"1,000",69,69,0%
TPEG,Theme Park Entertainers Guild,"77,000",13,15,+15.38%
TPP,The Presidential Palace,0,218,224,+2.75%
TSRC,The Shoyru Company,0,87,96,+10.34%
TYP,Tyrannia Psychics,"19,500",13,15,+15.38%
UNIB,Unis Beauty Salon,"2,000",19,20,+5.26%
VPTS,Virtupets,0,12,11,-8.33%
WERE,Werelupe Way,0,9,6,-33.33%
WISH,Wish Witch Wishing Co.,"17,250",17,15,-11.76%
YIPP,Yippee!,0,6,7,+16.67%
