Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"4,000",19,17,-10.53%
ACFI,Achyfi Enterprises,0,56,45,-19.64%
BB,Breadmaster Bakeries,0,54,53,-1.85%
BBBB,Bobs Big Bonus Bingo,"7,500",11,17,+54.55%
BODA,Boda Furnishings Inc,0,8,6,-25.00%
BOOM,Boom Boxes!,"70,600",13,15,+15.38%
BOTT,Balthazar's Faerie Bottling Inc.,"1,000",137,138,+0.73%
BUZZ,Buzz-A-Way Insect Removal,"1,000",69,64,-7.25%
CHIA,Chia Steel Holdings,0,52,56,+7.69%
CHPS,Chiatech Password Security,0,25,24,-4.00%
COFL,Confederation of Fish Lovers,0,141,147,+4.26%
CYBU,Cybun Electromatics,0,50,52,+4.00%
DROO,Dice-A-Roo Industries PLC.,"1,000",24,22,-8.33%
DUNG,Dung Master,0,13,12,-7.69%
EEEE,EURGH!!! Ltd.,0,6,6,0%
FAER,Faerie Clothing Ltd.,"103,491",17,15,-11.76%
FISH,Fish Pops!,"3,000",17,18,+5.88%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,45,42,-6.67%
GG,Grundo Galactic,0,13,9,-30.77%
GORM,Gorm Corp,0,8,9,+12.50%
GWH,Grundo Warehouse Mint,0,6,7,+16.67%
HAKA,Hakaheke Island Flights,"1,000",23,20,-13.04%
HELT,Health Frog Groceries,0,61,75,+22.95%
HUW,Huberts Hot Dogs,"1,000",55,64,+16.36%
JCK,Jacko and Sons Painting Ltd.,"10,000",11,16,+45.45%
KATE,Kacheek Telecommunications,0,10,14,+40.00%
KAUF,Kau-Kau Farm,0,50,65,+30.00%
KBAT,Kor-Bat Cricket Supplies,"3,000",23,21,-8.70%
KSON,Kacheek and Sons Landscaping,"2,000",182,170,-6.59%
LDSC,Lost Desert Scratchcards,"1,000",292,282,-3.42%
LUPE,Lupe Consolidated,0,8,8,0%
MP,Meridell Potato Company,0,52,48,-7.69%
MYNC,Mynci Banana Imports,"1,000",99,104,+5.05%
NAI,Neopen AI,"1,000",19,17,-10.53%
NAKR,Nakron,0,118,124,+5.08%
NATN,The National Neopian Bank,0,9,10,+11.11%
NEGG,Neggwork Commerce,0,34,35,+2.94%
NST,NeoSCOOL Technologies,0,74,80,+8.11%
NTV,Neopian TV Channel One,0,104,110,+5.77%
NUG,Nugget Petz,"4,000",17,20,+17.65%
PDSS,PD Secure Storage,0,31,29,-6.45%
PEOP,Peophin Water Parks!,0,11,13,+18.18%
POWR,Power-X Corp.,"1,000",26,23,-11.54%
SHRX,Shoyrux Enterprises,0,104,106,+1.92%
SILL,Silly Squirrel Incorporated,0,31,18,-41.94%
SKBD,Skeith Bodyguards Inc.,"54,000",17,14,-17.65%
SKEI,Skeith Feeding Ltd.,0,177,175,-1.13%
SMUG,The Smugglers Cove,0,50,58,+16.00%
SSGS,Meri Acre Sausages,0,51,44,-13.73%
SSS,Super Splime Shakes,"1,000",742,745,+0.40%
STFP,Stuff-A-Pet Inc.,"1,000",292,283,-3.08%
SWNC,Shop Wizard N-Commerce,0,19,25,+31.58%
TAG,The Auction Genie,0,24,28,+16.67%
TCAG,The Chia Actors Guild,0,52,53,+1.92%
TEFV,Techrobatics Fitness Videos,"8,000",8,15,+87.50%
TGG,The Grundo Gazette,"65,009",16,16,0%
TNAH,The Neopian Auction House,0,61,50,-18.03%
TPEG,Theme Park Entertainers Guild,"1,000",19,19,0%
TPP,The Presidential Palace,0,212,199,-6.13%
TSRC,The Shoyru Company,"1,000",62,68,+9.68%
TYP,Tyrannia Psychics,0,10,7,-30.00%
UNIB,Unis Beauty Salon,0,18,19,+5.56%
VPTS,Virtupets,0,9,10,+11.11%
WERE,Werelupe Way,0,11,9,-18.18%
WISH,Wish Witch Wishing Co.,"105,500",15,15,0%
YIPP,Yippee!,0,12,12,0%
