Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,7,13,+85.71%
ACFI,Achyfi Enterprises,0,56,44,-21.43%
BB,Breadmaster Bakeries,"1,000",37,47,+27.03%
BBBB,Bobs Big Bonus Bingo,0,25,18,-28.00%
BODA,Boda Furnishings Inc,"5,000",18,18,0%
BOOM,Boom Boxes!,0,9,12,+33.33%
BOTT,Balthazar's Faerie Bottling Inc.,"1,000",144,149,+3.47%
BUZZ,Buzz-A-Way Insect Removal,"1,000",51,57,+11.76%
CHIA,Chia Steel Holdings,"1,100",36,31,-13.89%
CHPS,Chiatech Password Security,0,44,53,+20.45%
COFL,Confederation of Fish Lovers,827,173,166,-4.05%
CYBU,Cybun Electromatics,0,31,27,-12.90%
DROO,Dice-A-Roo Industries PLC.,0,11,8,-27.27%
DUNG,Dung Master,0,13,14,+7.69%
EEEE,EURGH!!! Ltd.,0,9,14,+55.56%
FAER,Faerie Clothing Ltd.,0,31,25,-19.35%
FISH,Fish Pops!,"31,200",18,19,+5.56%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,40,29,-27.50%
GG,Grundo Galactic,"2,500",18,18,0%
GORM,Gorm Corp,0,10,11,+10.00%
GWH,Grundo Warehouse Mint,0,6,7,+16.67%
HAKA,Hakaheke Island Flights,"5,300",20,18,-10.00%
HELT,Health Frog Groceries,0,86,107,+24.42%
HUW,Huberts Hot Dogs,0,48,53,+10.42%
JCK,Jacko and Sons Painting Ltd.,"103,000",15,19,+26.67%
KATE,Kacheek Telecommunications,0,13,11,-15.38%
KAUF,Kau-Kau Farm,0,83,85,+2.41%
KBAT,Kor-Bat Cricket Supplies,"1,000",32,32,0%
KSON,Kacheek and Sons Landscaping,"2,190",213,219,+2.82%
LDSC,Lost Desert Scratchcards,"2,000",299,297,-0.67%
LUPE,Lupe Consolidated,0,11,10,-9.09%
MP,Meridell Potato Company,0,58,52,-10.34%
MYNC,Mynci Banana Imports,"1,000",130,136,+4.62%
NAI,Neopen AI,"1,000",19,18,-5.26%
NAKR,Nakron,0,126,135,+7.14%
NATN,The National Neopian Bank,"18,500",6,15,+150.00%
NEGG,Neggwork Commerce,"1,000",22,29,+31.82%
NST,NeoSCOOL Technologies,"1,300",61,54,-11.48%
NTV,Neopian TV Channel One,0,105,96,-8.57%
NUG,Nugget Petz,"10,250",11,13,+18.18%
PDSS,PD Secure Storage,0,29,32,+10.34%
PEOP,Peophin Water Parks!,0,6,6,0%
POWR,Power-X Corp.,0,40,35,-12.50%
SHRX,Shoyrux Enterprises,"1,000",125,117,-6.40%
SILL,Silly Squirrel Incorporated,0,10,7,-30.00%
SKBD,Skeith Bodyguards Inc.,0,13,9,-30.77%
SKEI,Skeith Feeding Ltd.,0,196,196,0%
SMUG,The Smugglers Cove,"1,000",106,116,+9.43%
SSGS,Meri Acre Sausages,0,42,35,-16.67%
SSS,Super Splime Shakes,0,771,768,-0.39%
STFP,Stuff-A-Pet Inc.,"1,000",293,279,-4.78%
SWNC,Shop Wizard N-Commerce,"1,500",18,19,+5.56%
TAG,The Auction Genie,0,35,40,+14.29%
TCAG,The Chia Actors Guild,"2,000",77,95,+23.38%
TEFV,Techrobatics Fitness Videos,"65,250",15,16,+6.67%
TGG,The Grundo Gazette,"33,500",11,17,+54.55%
TNAH,The Neopian Auction House,0,70,56,-20.00%
TPEG,Theme Park Entertainers Guild,"50,250",14,19,+35.71%
TPP,The Presidential Palace,0,225,228,+1.33%
TSRC,The Shoyru Company,"1,000",100,89,-11.00%
TYP,Tyrannia Psychics,"103,750",15,15,0%
UNIB,Unis Beauty Salon,0,24,32,+33.33%
VPTS,Virtupets,0,10,6,-40.00%
WERE,Werelupe Way,0,6,9,+50.00%
WISH,Wish Witch Wishing Co.,0,11,7,-36.36%
YIPP,Yippee!,"68,400",11,20,+81.82%
