Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,45,52,+15.56%
ACFI,Achyfi Enterprises,0,44,43,-2.27%
BB,Breadmaster Bakeries,0,14,12,-14.29%
BBBB,Bobs Big Bonus Bingo,"4,000",19,16,-15.79%
BODA,Boda Furnishings Inc,"33,000",12,17,+41.67%
BOOM,Boom Boxes!,"2,000",8,9,+12.50%
BOTT,Balthazar's Faerie Bottling Inc.,"1,000",143,147,+2.80%
BUZZ,Buzz-A-Way Insect Removal,0,44,47,+6.82%
CHIA,Chia Steel Holdings,"3,000",6,7,+16.67%
CHPS,Chiatech Password Security,25,18,22,+22.22%
COFL,Confederation of Fish Lovers,0,157,153,-2.55%
CYBU,Cybun Electromatics,0,39,41,+5.13%
DROO,Dice-A-Roo Industries PLC.,0,14,12,-14.29%
DUNG,Dung Master,"22,900",16,16,0%
EEEE,EURGH!!! Ltd.,0,13,7,-46.15%
FAER,Faerie Clothing Ltd.,"4,000",8,6,-25.00%
FISH,Fish Pops!,0,31,28,-9.68%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,13,12,-7.69%
GG,Grundo Galactic,0,12,12,0%
GORM,Gorm Corp,"25,000",13,14,+7.69%
GWH,Grundo Warehouse Mint,0,7,6,-14.29%
HAKA,Hakaheke Island Flights,"37,500",14,17,+21.43%
HELT,Health Frog Groceries,0,78,72,-7.69%
HUW,Huberts Hot Dogs,0,50,48,-4.00%
JCK,Jacko and Sons Painting Ltd.,"4,000",6,6,0%
KATE,Kacheek Telecommunications,"1,000",25,19,-24.00%
KAUF,Kau-Kau Farm,0,61,79,+29.51%
KBAT,Kor-Bat Cricket Supplies,"31,500",14,18,+28.57%
KSON,Kacheek and Sons Landscaping,"1,000",168,168,0%
LDSC,Lost Desert Scratchcards,"1,000",338,321,-5.03%
LUPE,Lupe Consolidated,"2,000",12,12,0%
MP,Meridell Potato Company,0,49,60,+22.45%
MYNC,Mynci Banana Imports,0,105,107,+1.90%
NAI,Neopen AI,"67,500",16,15,-6.25%
NAKR,Nakron,0,113,111,-1.77%
NATN,The National Neopian Bank,0,17,18,+5.88%
NEGG,Neggwork Commerce,0,37,37,0%
NST,NeoSCOOL Technologies,"3,000",30,30,0%
NTV,Neopian TV Channel One,"1,000",43,36,-16.28%
NUG,Nugget Petz,"16,000",16,17,+6.25%
PDSS,PD Secure Storage,0,47,40,-14.89%
PEOP,Peophin Water Parks!,0,18,21,+16.67%
POWR,Power-X Corp.,0,40,33,-17.50%
SHRX,Shoyrux Enterprises,0,119,121,+1.68%
SILL,Silly Squirrel Incorporated,0,20,17,-15.00%
SKBD,Skeith Bodyguards Inc.,0,36,29,-19.44%
SKEI,Skeith Feeding Ltd.,"1,000",141,140,-0.71%
SMUG,The Smugglers Cove,0,27,25,-7.41%
SSGS,Meri Acre Sausages,0,42,42,0%
SSS,Super Splime Shakes,"2,000",696,698,+0.29%
STFP,Stuff-A-Pet Inc.,"1,000",277,265,-4.33%
SWNC,Shop Wizard N-Commerce,0,33,34,+3.03%
TAG,The Auction Genie,0,32,31,-3.12%
TCAG,The Chia Actors Guild,"1,000",89,104,+16.85%
TEFV,Techrobatics Fitness Videos,0,18,26,+44.44%
TGG,The Grundo Gazette,0,8,8,0%
TNAH,The Neopian Auction House,"1,000",73,75,+2.74%
TPEG,Theme Park Entertainers Guild,"105,120",16,15,-6.25%
TPP,The Presidential Palace,0,170,172,+1.18%
TSRC,The Shoyru Company,0,78,75,-3.85%
TYP,Tyrannia Psychics,"12,000",12,15,+25.00%
UNIB,Unis Beauty Salon,0,9,11,+22.22%
VPTS,Virtupets,"5,000",8,9,+12.50%
WERE,Werelupe Way,0,10,12,+20.00%
WISH,Wish Witch Wishing Co.,0,19,23,+21.05%
YIPP,Yippee!,0,43,44,+2.33%
