Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,0,42,46,+9.52%
ACFI,Achyfi Enterprises,"1,000",39,30,-23.08%
BB,Breadmaster Bakeries,"66,100",14,16,+14.29%
BBBB,Bobs Big Bonus Bingo,0,13,14,+7.69%
BODA,Boda Furnishings Inc,"42,800",16,15,-6.25%
BOOM,Boom Boxes!,"2,000",10,10,0%
BOTT,Balthazar's Faerie Bottling Inc.,"1,000",146,135,-7.53%
BUZZ,Buzz-A-Way Insect Removal,"3,000",49,49,0%
CHIA,Chia Steel Holdings,0,7,7,0%
CHPS,Chiatech Password Security,"4,000",19,18,-5.26%
COFL,Confederation of Fish Lovers,0,158,164,+3.80%
CYBU,Cybun Electromatics,"1,000",45,52,+15.56%
DROO,Dice-A-Roo Industries PLC.,"56,250",17,18,+5.88%
DUNG,Dung Master,"24,000",16,13,-18.75%
EEEE,EURGH!!! Ltd.,"6,000",6,6,0%
FAER,Faerie Clothing Ltd.,0,10,12,+20.00%
FISH,Fish Pops!,0,19,20,+5.26%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,"37,250",13,15,+15.38%
GG,Grundo Galactic,"5,000",7,7,0%
GORM,Gorm Corp,"14,250",14,18,+28.57%
GWH,Grundo Warehouse Mint,600,8,13,+62.50%
HAKA,Hakaheke Island Flights,"16,000",15,21,+40.00%
HELT,Health Frog Groceries,"1,000",81,89,+9.88%
HUW,Huberts Hot Dogs,0,60,69,+15.00%
JCK,Jacko and Sons Painting Ltd.,400,7,8,+14.29%
KATE,Kacheek Telecommunications,"1,000",20,21,+5.00%
KAUF,Kau-Kau Farm,0,71,69,-2.82%
KBAT,Kor-Bat Cricket Supplies,"73,500",16,12,-25.00%
KSON,Kacheek and Sons Landscaping,"1,000",182,184,+1.10%
LDSC,Lost Desert Scratchcards,"1,000",310,328,+5.81%
LUPE,Lupe Consolidated,"19,000",14,14,0%
MP,Meridell Potato Company,"1,000",55,54,-1.82%
MYNC,Mynci Banana Imports,0,123,121,-1.63%
NAI,Neopen AI,"20,000",15,12,-20.00%
NAKR,Nakron,0,104,108,+3.85%
NATN,The National Neopian Bank,"9,000",14,9,-35.71%
NEGG,Neggwork Commerce,0,39,42,+7.69%
NST,NeoSCOOL Technologies,0,25,32,+28.00%
NTV,Neopian TV Channel One,"1,000",41,45,+9.76%
NUG,Nugget Petz,0,14,13,-7.14%
PDSS,PD Secure Storage,0,41,27,-34.15%
PEOP,Peophin Water Parks!,"27,000",17,15,-11.76%
POWR,Power-X Corp.,0,27,24,-11.11%
SHRX,Shoyrux Enterprises,0,116,108,-6.90%
SILL,Silly Squirrel Incorporated,0,21,24,+14.29%
SKBD,Skeith Bodyguards Inc.,"1,000",21,24,+14.29%
SKEI,Skeith Feeding Ltd.,0,139,136,-2.16%
SMUG,The Smugglers Cove,0,23,29,+26.09%
SSGS,Meri Acre Sausages,0,42,52,+23.81%
SSS,Super Splime Shakes,0,699,701,+0.29%
STFP,Stuff-A-Pet Inc.,"1,000",266,275,+3.38%
SWNC,Shop Wizard N-Commerce,0,39,36,-7.69%
TAG,The Auction Genie,"3,000",27,21,-22.22%
TCAG,The Chia Actors Guild,0,110,105,-4.55%
TEFV,Techrobatics Fitness Videos,"1,500",27,22,-18.52%
TGG,The Grundo Gazette,"10,500",7,8,+14.29%
TNAH,The Neopian Auction House,0,77,95,+23.38%
TPEG,Theme Park Entertainers Guild,"28,250",16,13,-18.75%
TPP,The Presidential Palace,0,174,183,+5.17%
TSRC,The Shoyru Company,0,55,72,+30.91%
TYP,Tyrannia Psychics,0,18,19,+5.56%
UNIB,Unis Beauty Salon,0,11,9,-18.18%
VPTS,Virtupets,"5,000",7,7,0%
WERE,Werelupe Way,0,10,8,-20.00%
WISH,Wish Witch Wishing Co.,"5,000",19,16,-15.79%
YIPP,Yippee!,0,37,39,+5.41%
