Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"4,000",16,13,-18.75%
ACFI,Achyfi Enterprises,"1,000",51,47,-7.84%
BB,Breadmaster Bakeries,0,37,38,+2.70%
BBBB,Bobs Big Bonus Bingo,0,24,23,-4.17%
BODA,Boda Furnishings Inc,"24,334",13,15,+15.38%
BOOM,Boom Boxes!,0,12,10,-16.67%
BOTT,Balthazar's Faerie Bottling Inc.,0,142,144,+1.41%
BUZZ,Buzz-A-Way Insect Removal,0,63,70,+11.11%
CHIA,Chia Steel Holdings,0,64,67,+4.69%
CHPS,Chiatech Password Security,0,39,48,+23.08%
COFL,Confederation of Fish Lovers,"1,000",169,170,+0.59%
CYBU,Cybun Electromatics,0,42,43,+2.38%
DROO,Dice-A-Roo Industries PLC.,"18,000",15,14,-6.67%
DUNG,Dung Master,0,10,11,+10.00%
EEEE,EURGH!!! Ltd.,0,19,18,-5.26%
FAER,Faerie Clothing Ltd.,0,26,29,+11.54%
FISH,Fish Pops!,0,20,23,+15.00%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,0,41,43,+4.88%
GG,Grundo Galactic,0,8,10,+25.00%
GORM,Gorm Corp,0,7,9,+28.57%
GWH,Grundo Warehouse Mint,"5,000",13,14,+7.69%
HAKA,Hakaheke Island Flights,0,29,30,+3.45%
HELT,Health Frog Groceries,0,72,74,+2.78%
HUW,Huberts Hot Dogs,0,55,54,-1.82%
JCK,Jacko and Sons Painting Ltd.,0,11,10,-9.09%
KATE,Kacheek Telecommunications,"55,333",15,15,0%
KAUF,Kau-Kau Farm,0,49,48,-2.04%
KBAT,Kor-Bat Cricket Supplies,0,25,30,+20.00%
KSON,Kacheek and Sons Landscaping,0,191,195,+2.09%
LDSC,Lost Desert Scratchcards,0,302,303,+0.33%
LUPE,Lupe Consolidated,0,11,13,+18.18%
MP,Meridell Potato Company,0,50,42,-16.00%
MYNC,Mynci Banana Imports,"1,000",134,133,-0.75%
NAI,Neopen AI,0,20,19,-5.00%
NAKR,Nakron,0,112,115,+2.68%
NATN,The National Neopian Bank,0,10,8,-20.00%
NEGG,Neggwork Commerce,0,24,24,0%
NST,NeoSCOOL Technologies,0,73,75,+2.74%
NTV,Neopian TV Channel One,0,119,116,-2.52%
NUG,Nugget Petz,"2,000",17,16,-5.88%
PDSS,PD Secure Storage,0,28,31,+10.71%
PEOP,Peophin Water Parks!,0,8,9,+12.50%
POWR,Power-X Corp.,0,33,36,+9.09%
SHRX,Shoyrux Enterprises,0,122,122,0%
SILL,Silly Squirrel Incorporated,"25,333",13,15,+15.38%
SKBD,Skeith Bodyguards Inc.,0,19,21,+10.53%
SKEI,Skeith Feeding Ltd.,0,183,183,0%
SMUG,The Smugglers Cove,0,64,70,+9.38%
SSGS,Meri Acre Sausages,0,44,40,-9.09%
SSS,Super Splime Shakes,0,764,767,+0.39%
STFP,Stuff-A-Pet Inc.,"1,000",292,293,+0.34%
SWNC,Shop Wizard N-Commerce,0,24,23,-4.17%
TAG,The Auction Genie,"1,000",48,43,-10.42%
TCAG,The Chia Actors Guild,0,68,67,-1.47%
TEFV,Techrobatics Fitness Videos,0,7,6,-14.29%
TGG,The Grundo Gazette,"19,000",18,17,-5.56%
TNAH,The Neopian Auction House,0,79,77,-2.53%
TPEG,Theme Park Entertainers Guild,0,17,18,+5.88%
TPP,The Presidential Palace,0,209,212,+1.44%
TSRC,The Shoyru Company,0,77,84,+9.09%
TYP,Tyrannia Psychics,0,10,10,0%
UNIB,Unis Beauty Salon,0,17,20,+17.65%
VPTS,Virtupets,0,13,13,0%
WERE,Werelupe Way,0,8,11,+37.50%
WISH,Wish Witch Wishing Co.,"1,000",20,20,0%
YIPP,Yippee!,0,11,9,-18.18%
