Ticker,Company,Volume,Open Price,Current,Change
AAVL,Alien Aisha Vending Ltd.,"2,000",55,45,-18.18%
ACFI,Achyfi Enterprises,0,46,44,-4.35%
BB,Breadmaster Bakeries,"73,150",14,15,+7.14%
BBBB,Bobs Big Bonus Bingo,"31,000",12,19,+58.33%
BODA,Boda Furnishings Inc,0,11,12,+9.09%
BOOM,Boom Boxes!,"6,000",6,8,+33.33%
BOTT,Balthazar's Faerie Bottling Inc.,0,142,144,+1.41%
BUZZ,Buzz-A-Way Insect Removal,"1,000",51,44,-13.73%
CHIA,Chia Steel Holdings,"7,000",6,6,0%
CHPS,Chiatech Password Security,"42,700",16,18,+12.50%
COFL,Confederation of Fish Lovers,0,156,157,+0.64%
CYBU,Cybun Electromatics,"1,000",36,39,+8.33%
DROO,Dice-A-Roo Industries PLC.,0,12,14,+16.67%
DUNG,Dung Master,"7,100",13,16,+23.08%
EEEE,EURGH!!! Ltd.,"102,750",15,13,-13.33%
FAER,Faerie Clothing Ltd.,0,12,8,-33.33%
FISH,Fish Pops!,0,36,31,-13.89%
FUZZ,Fuzz-I-Ow! Plasters and Bandages,"2,000",13,13,0%
GG,Grundo Galactic,"18,000",14,14,0%
GORM,Gorm Corp,"57,250",15,13,-13.33%
GWH,Grundo Warehouse Mint,"1,500",11,7,-36.36%
HAKA,Hakaheke Island Flights,"30,500",17,14,-17.65%
HELT,Health Frog Groceries,"1,020",73,78,+6.85%
HUW,Huberts Hot Dogs,0,44,50,+13.64%
JCK,Jacko and Sons Painting Ltd.,"4,000",9,6,-33.33%
KATE,Kacheek Telecommunications,"2,000",13,25,+92.31%
KAUF,Kau-Kau Farm,"1,000",71,61,-14.08%
KBAT,Kor-Bat Cricket Supplies,"68,250",15,14,-6.67%
KSON,Kacheek and Sons Landscaping,"1,000",190,168,-11.58%
LDSC,Lost Desert Scratchcards,"1,000",361,343,-4.99%
LUPE,Lupe Consolidated,"9,250",18,12,-33.33%
MP,Meridell Potato Company,"1,000",42,49,+16.67%
MYNC,Mynci Banana Imports,0,93,108,+16.13%
NAI,Neopen AI,"5,000",16,16,0%
NAKR,Nakron,"1,000",116,113,-2.59%
NATN,The National Neopian Bank,"2,000",17,17,0%
NEGG,Neggwork Commerce,"2,000",37,37,0%
NST,NeoSCOOL Technologies,"1,000",35,30,-14.29%
NTV,Neopian TV Channel One,"1,000",53,43,-18.87%
NUG,Nugget Petz,"2,000",11,16,+45.45%
PDSS,PD Secure Storage,"2,000",47,47,0%
PEOP,Peophin Water Parks!,"2,050",20,18,-10.00%
POWR,Power-X Corp.,0,31,40,+29.03%
SHRX,Shoyrux Enterprises,0,117,119,+1.71%
SILL,Silly Squirrel Incorporated,0,18,20,+11.11%
SKBD,Skeith Bodyguards Inc.,0,42,36,-14.29%
SKEI,Skeith Feeding Ltd.,0,148,141,-4.73%
SMUG,The Smugglers Cove,0,20,27,+35.00%
SSGS,Meri Acre Sausages,0,41,41,0%
SSS,Super Splime Shakes,0,695,696,+0.14%
STFP,Stuff-A-Pet Inc.,"2,000",263,277,+5.32%
SWNC,Shop Wizard N-Commerce,"1,000",28,33,+17.86%
TAG,The Auction Genie,0,33,32,-3.03%
TCAG,The Chia Actors Guild,4,86,85,-1.16%
TEFV,Techrobatics Fitness Videos,"1,000",26,18,-30.77%
TGG,The Grundo Gazette,"12,000",7,8,+14.29%
TNAH,The Neopian Auction House,0,73,73,0%
TPEG,Theme Park Entertainers Guild,"30,000",13,16,+23.08%
TPP,The Presidential Palace,0,143,170,+18.88%
TSRC,The Shoyru Company,0,78,78,0%
TYP,Tyrannia Psychics,"48,800",16,12,-25.00%
UNIB,Unis Beauty Salon,"31,500",15,10,-33.33%
VPTS,Virtupets,"10,000",8,8,0%
WERE,Werelupe Way,"2,000",10,10,0%
WISH,Wish Witch Wishing Co.,"8,500",18,19,+5.56%
YIPP,Yippee!,"1,000",50,43,-14.00%
